edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1997,short,,,PLANET MAN,Andrew Bancroft,1996,New Zealand,,,"Timothy Balme, Katie Wolfe, Murray Keane",,,,,,,15',"Crime, Drama",,,"https:,,www.imdb.com,title,tt0117347,?ref_=fn_al_tt_1",,,,,
1997,short,,,SHAFT OF LIGHT,Bill Tomlinson,1996,USA,,,,,,,,,,9',Animation,,,"https:,,www.imdb.com,title,tt0208443,?ref_=fn_al_tt_1",,,,,
1997,short,,,A SHAGGY DOG STORY,Malene Vilstrup,1996,Denmark,,,,,,,,,,26',Animation,,,"https:,,www.imdb.com,title,tt0231767,?ref_=fn_al_tt_1",ET HUNDELIV,,,,
1997,short,,,SPACE ALIENS ARE TOOLING OUR SHEILAS,Juliet John,1996,Australia,,,,,,,,,,,,,,,,,,,
1997,short,,,WOMAN OF VALOUR,Guy Sagy,1995,Israël,,,"Peter Konerko, Anthony Byrnes, Bill Tomlinson",,,,,,,9',Drama,,,"https:,,www.imdb.com,title,tt0157193,?ref_=fn_al_tt_1",,,,,
1997,movie ,Opening ,,BLOOD AND WINE,Bob Rafelson,1996,USA,,,"Jack Nicholson, Michael Caine, Stephen Dorff",,,,,,,101',"Crime, Drama, Thriller ",,,"https:,,www.imdb.com,title,tt0115710,?ref_=fn_al_tt_1",,,,,
1997,movie ,Closing ,,DANTE'S PEAK,Roger Donaldson,1997,USA,European,,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith",,,,,,,108',"Action, Adventure, Thriller ",,,"https:,,www.imdb.com,title,tt0118928,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,International Competition,,THE ARRIVAL by David Twohy,David Twohy,1996,USA,,International Competition,"Charlie Sheen, Lindsay Crouse, Richard Schiff
",,,,,,,115',"Mystery, Science-Fiction, Thriller ",,,"https:,,www.imdb.com,title,tt0115571,?ref_=fn_al_tt_1",,,,,
1997,movie ,International Competition,,BIRTH OF THE WIZARD,Shimako Sato,1996,Japan,,International Competition,"Kimika Yoshino, Wataru Shihôdô, Chieko Shiratori
",,,,,,,83',Horror ,,,"https:,,www.imdb.com,title,tt0116178,?ref_=nv_sr_srsg_0",EKO EKO AZARAKU II,,,,
1997,movie ,"International Competition, European Méliès Competition, Kultuurkaffee VUB, ULB",,DEATH AND THE COMPASS,Alex Cox,1996,"UK, Argentina, Spain",,"International Competition, European Méliès Competition","Peter Boyle, Miguel Sandoval, Christopher Eccleston",,,,,,,86',Drama,,,"https:,,www.imdb.com,title,tt0116061,?ref_=fn_al_tt_1",,,,,
1997,movie ,"International Competition, European Méliès Competition",,DRIFTWOOD,Ronan O'Leary,1997,Ireland,World,"International Competition, European Méliès Competition","James Spader, Anne Brochet, Barry McGovern",,,,,,,100',Thriller ,,,"https:,,www.imdb.com,title,tt0112904,?ref_=nm_knf_t4",,,,,
1997,movie ,International Competition,,EPSILON,Rolf De Heer,1997,"Australia, Italy",World,International Competition,"Ullie Birve, Syd Brisbane, Alethea McGrath
",,,,,,,92',"Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt0112974,?ref_=fn_al_tt_1",ALIEN VISITOR,,,,
1997,movie ,International Competition,,HYSTERIA,Rene daalder,1997,Canada,World,International Competition,"Patrick McGoohan, Amanda Plummer, Michael Maloney
",,,,,,,103',"Drama, Science-Fiction, Thriller ",,,"https:,,www.imdb.com,title,tt0116590,?ref_=nm_knf_t1",,,,,
1997,movie ,International Competition,,KARMINA,Gabriel Pelletier,1996,Canada,,International Competition,"Isabelle Cyr, Robert Brouillette, Yves Pelletier",,,,,,,110',"Comedy, Horror, Romance",,,"https:,,www.imdb.com,title,tt0116747,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,"International Competition, European Méliès Competition",,THE KILLER TONGUE,Alberto Sciamma,1996,"Spain, UK",,"International Competition, European Méliès Competition","Melinda Clarke, Jason Durr, Mapi Galán
",,,,,,,100',"Comedy, Science-Fiction, Horror ",,,"https:,,www.imdb.com,title,tt0116770,?ref_=fn_al_tt_1",LA LENGUA ASESINA,,,,
1997,movie ,International Competition,,LUNA E L'ALTRA,Maurizio Nichetti,1996,Italy,,International Competition,"Iaia Forte, Maurizio Nichetti, Ivano Marescotti
",,,,,,,98',"Comedy, Fantasy",,,"https:,,www.imdb.com,title,tt0116940,?ref_=fn_al_tt_1",,,,,
1997,movie ,International Competition,,RETROACTIVE,Louis Morneau,1997,USA,World,International Competition,"Jim Belushi, Kylie Travis, Shannon Whirry",,,,,,,91',"Action, Crime, Drama",,,"https:,,www.imdb.com,title,tt0117468,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,International Competition,,SCREAM,Wes Craven,1996,USA,European,International Competition,"Neve Campbell, Courteney Cox, David Arquette, Drew Barrymore",,,,,,,111',"Horror, Mystery",,,"https:,,www.imdb.com,title,tt0117571,?ref_=nm_knf_t2",,,,,
1997,movie ,"International Competition, European Méliès Competition",,TYKHO MOON,Enki Bilal,1996,"France, Germany",World,"International Competition, European Méliès Competition","Julie Delpy, Johan Leysen, Michel Piccoli",,,,,,,102',Science-Fiction,,,"https:,,www.imdb.com,title,tt0118003,?ref_=nm_knf_t1",,,,,
1997,movie ,International Competition,,THE UGLY,Scott Reynolds,1997,New Zealand,World,International Competition,"Paolo Rotondo, Paul Glover, Chris Graham",,,,,,,91',"Drama, Horror, Thriller",,,"https:,,www.imdb.com,title,tt0120401,?ref_=nm_knf_t1",,,,,
1997,movie ,European Méliès Competition,,THE KILLER CONDOM,Martin Walz,1996,"Germany, Switzerland",,European Méliès Competition,"Udo Samel, Peter Lohmeyer, Iris Berben",,,,,,,103',"Comedy, Horror, Romance",,,"https:,,www.imdb.com,title,tt0116791,?ref_=fn_al_tt_1",KONDOM DES GRAUENS,,,,
1997,movie ,European Méliès Competition,,PASSAGE,Juraj Herz,1997,"Belgium, France, Czech Republic",World,European Méliès Competition,"Jacek Borkowski, Malgorzata Kozuchowska, Zora Jandová",,,,,,,98',Fantasy,,,"https:,,www.imdb.com,title,tt0119864,?ref_=nm_flmg_dr_12",PASÁZ,,,,
1997,movie ,European Méliès Competition,,PHOTOS,Elio Quiroga,1996,Spain,,European Méliès Competition,"Gustavo Salmerón, Mercedes Ortega, Miguel Molina",,,,,,,93',"Crime, Drama, Horror ",,,"https:,,www.imdb.com,title,tt0116346,?ref_=nm_knf_t4",FOTOS,,,,
1997,movie ,European Méliès Competition,,TESIS,Alejandro Amenabar,1996,Spain,,European Méliès Competition,"Ana Torrent, Fele Martínez, Eduardo Noriega
",,,,,,,125',"Horror, Mystery, Thriller ",,,"https:,,www.imdb.com,title,tt0117883,?ref_=nm_knf_t2",,,,,
1997,movie ,European Méliès Competition,,LES MILLE MERVEILLES DE L'UNIVERS,Jean-Michel Roux,1997,"France, Canada",World,European Méliès Competition,"Tchéky Karyo, Julie Delpy, Chick Ortega",,,,,,,90',"Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt0119674,?ref_=fn_al_tt_1",,,,,
1997,movie ,"The Night, 15th Fantastic Night",,THE CROW: CITY OF ANGELS,Tim Pope,1996,"UK, USA",,,"Vincent Perez, Mia Kirshner, Richard Brooks",,,,,,,84',"Action, Crime, Fantasy ",,,"https:,,www.imdb.com,title,tt0115986,?ref_=nm_knf_t2",,,,,
1997,movie ,"The Night, 15th Fantastic Night",,SOMETIMES THEY COME BACK... AGAIN,Adam Grossman,1996,USA,World,,"Michael Gross, Alexis Arquette, Hilary Swank
",,,,,,,98',Horror ,,,"https:,,www.imdb.com,title,tt0117692,?ref_=nm_flmg_wr_6",,,,,
1997,movie ,"The Night, 15th Fantastic Night",,SWEET ANGEL MINE,Curtis Radclyffe,1996,"Canada, UK",,,"John Dunsworth, Oliver Milburn, Mike Crimp",,,,,,,88',Thriller ,,,"https:,,www.imdb.com,title,tt0117799,?ref_=nm_knf_t1",,,,,
1997,movie ,"The Night, 15th Fantastic Night",,WELCOME TO PLANET EARTH,Lev L. Spiro,1996,USA,World,,"George Wendt, Shanna Reed, Christopher M. Brown
",,,,,,,81',"Comedy, Science-Fiction",,,"https:,,www.imdb.com,title,tt0115503,?ref_=fn_al_tt_1",ALIEN AVENGERS,,,,
1997,movie ,,,CRIMETIME,George Sluizer,1996,"UK, USA, Germany",,,"Stephen Baldwin, Pete Postlethwaite, Sadie Frost",,,,,,,118',"Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0115976,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,FREEWAY,Matthew Bright,1996,USA,European,,"Reese Witherspoon, Kiefer Sutherland, Bokeem Woodbine",,,,,,,102',"Comedy, Crime, Drama ",,,"https:,,www.imdb.com,title,tt0116361,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,THE FUNERAL,Abel Ferrara,1996,USA,,,"Christopher Walken, Chris Penn, Annabella Sciorra",,,,,,,99',"Crime, Drama ",,,"https:,,www.imdb.com,title,tt0116378,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,A GUN FOR JENNIFER,Todd Morris,1997,USA,,,"Deborah Twiss, Benja K. Thomas, Rene Alberta",,,,,,,85',"Crime, Drama, Thriller",,,"https:,,www.imdb.com,title,tt0160339,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,INVASION OF PRIVACY,Anthony Hickox,1996,"Germany, UK",,,"Mili Avital, Johnathon Schaech, Naomi Campbell",,,,,,,91',"Drama, Thriller ",,,"https:,,www.imdb.com,title,tt0116648,?ref_=fn_al_tt_3",,,,,
1997,movie ,,,LIVING IN PERIL,Jack Ersgard,1997,USA,World,,"Rob Lowe, Jim Belushi, Dean Stockwell",,,,,,,93'," Comedy, Drama, Thriller ",,,"https:,,www.imdb.com,title,tt0119555,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,NORMAL LIFE,John McNaughton,1996,USA,,,"Ashley Judd, Luke Perry, Bruce A. Young",,,,,,,101',"Crime, Drama",,,"https:,,www.imdb.com,title,tt0117202,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,RED-BLOODED AMERICAN GIRL II,David Blyth,1997,Canada,World,,"David Keith, Art MacDonald, Elaine Martyn",,,,,,,95',Thriller,,,"https:,,www.imdb.com,title,tt0119298,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,UNDERWORLD,Roger Christian,1996,USA,World,,"Denis Leary, Joe Mantegna, Annabella Sciorra",,,,,,,95',"Comedy, Thriller",,,"https:,,www.imdb.com,title,tt0120414,?ref_=nm_flmg_dr_12",,,,,
1997,movie ,,,ALL OF THEM WITCHES,Daniel Gruener,1996,Mexico,,,"Susana Zabaleta, Alejandro Tommasi, Ricardo Blume",,,,,,,100',"Horror, Thriller, Fantasy",,,"https:,,www.imdb.com,title,tt0114485,?ref_=nv_sr_srsg_0",SOBRENATURAL,,,,
1997,movie ,,,DNA,William Mesa,1996,USA,World,,"Mark Dacascos, Jürgen Prochnow,Robin McKee",,,,,,,105',"Action, Adventure, Horror ",,,"https:,,www.imdb.com,title,tt0118912,?ref_=nm_flmg_vsl_55",,,,,
1997,movie ,,,FUDOH: THE NEW GENERATION,Takashi Miike,1996,Japan,World,,"Shôsuke Tanihara, Miho Nomoto, Tamaki Kenmochi",,,,,,,98',"Action, Comedy, Crime",,,"https:,,www.imdb.com,title,tt0123092,?ref_=fn_al_tt_1",GOKUDÔ SENGOKUSHI: FUDÔ,,,,
1997,movie ,,,LITTLE WITCHES,Jane Simpson,1996,Canada,,,"Mimi Rose, Sheeri Rappaport, Jennifer Rubin",,,,,,,90',"Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0116897,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,TROMEO AND JULIET,Lloyd Kaufman,1996,USA,,,"Jane Jensen, Will Keenan, Valentine Miele",,,,,,,107',"Action, Comedy, Drama",,,"https:,,www.imdb.com,title,tt0114733,?ref_=nm_knf_t4",,,,,
1997,movie ,,,FORBIDDEN PLANET,Fred McLeod Wilcox,1956,USA,,,"Walter Pidgeon, Anne Francis, Leslie Nielsen",,,,,,,98',"Action, Adventure, Science-Fiction",,,"https:,,www.imdb.com,title,tt0049223,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,ASYLUM,James Seale,1997,"USA, Canada",World,,"Robert Patrick, Karl Bury, Tom Poster",,,,,,,90',"Drama, Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0115584,?ref_=nm_flmg_prd_9",,,,,
1997,movie ,,,BLACK JACK,Osamu Dezaki,1996,Japan,,,"Hiroshi Fujioka, Kirk Thornton, Akio Ôtsuka",,,,,,,90',"Animation, Drama, Thriller ",,,"https:,,www.imdb.com,title,tt0106421,?ref_=nm_flmg_dr_13",BURAKKU JAKKU,,,,
1997,movie ,,,BORDELLO OF BLOOD,Gilbert Adler,1996,USA,,,"Dennis Miller, Erika Eleniak, Angie Everhart",,,,,,,87',"Comedy, Fantasy, Horror ",,,"https:,,www.imdb.com,title,tt0117826,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,CROSSWORLDS,Krishna Rao,1996,USA,World,,"Rutger Hauer, Josh Charles, Stuart Wilson",,,,,,,90',"Action, Science-Fiction, Comedy ",,,"https:,,www.imdb.com,title,tt0115985,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,CURDLED,Reb Braddock,1996,USA,,,"William Baldwin, Angela Jones, Bruce Ramsay",,,,,,,88',"Comedy, Crime, Thriller ",,,"https:,,www.imdb.com,title,tt0115994,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,DARKLANDS,Julian Richards,1996,UK,,,"Craig Fairbrass, Rowena King, Jon Finch",,,,,,,90',"Drama, Horror, Thriller",,,"https:,,www.imdb.com,title,tt0127500,?ref_=nv_sr_srsg_1",,,,,
1997,movie ,,,THE DENTIST,Brian Yuzna,1996,USA,,,"Corbin Bernsen, Linda Hoffman, Michael Stadvec",,,,,,,92',Horror ,,,"https:,,www.imdb.com,title,tt0116075,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,GALGAMETH,Sean McNamara,1996,USA,,,"Devin Oatway, Sean McNamara, Stephen Macht",,,,,,,110',"Adventure, Family, Fantasy",,,"https:,,www.imdb.com,title,tt0113141,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,GAMERA 2: ASSAULT OF THE LEGION,ShusUKe Kaneko,1996,Japan,European,,"Toshiyuki Nagashima, Miki Mizuno, Tamotsu Ishibashi",,,,,,,99',"Action, Fantasy, Science-Fiction",,,"https:,,www.imdb.com,title,tt0116390,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,THE GINGKO BED,Je-kyu Kang,1996,South Korea,,,"Han Suk-kyu, Jang-soo Bae, Shim Hye-jin",,,,,,,88',"Action, Fantasy, Horror ",,,"https:,,www.imdb.com,title,tt0141122,?ref_=fn_al_tt_1",EUNHAENGNAMOO CHIMDAE,,,,
1997,movie ,,,HABITAT,Rene Daalder,1997,Canada,,,"Balthazar Getty, Tchéky Karyo, Alice Krige",,,,,,,120',Science-Fiction,,,"https:,,www.imdb.com,title,tt0119243,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,THE ISLAND OF DR. MOREAU,John Frankenheimer,1996,USA,,,"David Thewlis, Marlon Brando, Val Kilmer",,,,,,,96',"Horror, Science-Fiction, Thriller ",,,"https:,,www.imdb.com,title,tt0116654,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,LIFE AMONG THE CANNIBALS,Harry Bromley-Davenport,1996,USA,World,,"Kieran Mulroney, Juliet Landau, Mason Adams",,,,,,,95',Comedy ,,,"https:,,www.imdb.com,title,tt0142913,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,MY UNCLE: THE ALIEN,Henri Charr,1996,USA,World,,"Hailey Foster, Josh Paddock, Sherwin Ace Ross",,,,,,,91',"Family, Fantasy, Science-Fiction",,,"https:,,www.imdb.com,title,tt0117124,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,THE PHANTOM,Simon Wincer,1996,USA,,,"Billy Zane, Kristy Swanson, Treat Williams",,,,,,,100',"Action, Adventure, Comedy ",,,"https:,,www.imdb.com,title,tt0117331,?ref_=fn_al_tt_1",,,,,
1997,movie ,,,SHERLOCK HOLMES AND THE SEVEN DWARFS,Günter Meyer,1994,Germany,,,"Fritz Decho, Ulrike Haase, Ulrike Hanke-Haensch",,,,,,,85',"Family, Fantasy",,,"https:,,www.imdb.com,title,tt0183768,?ref_=nm_flmg_dr_6",SHERLOCK HOLMES UND DIE SIEBEN ZWERGE,,,,
1997,movie ,,,SPACE TRUCKERS,Stuart Gordon,1996,"USA, UK, Ireland",,,"Tim Loane, Ian Beattie, Olwen Fouéré",,,,,,,95',"Adventure, Comedy, Science-Fiction",,,"https:,,www.imdb.com,title,tt0120199,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,TO THE ENDS OF TIME,Markus Rothkranz,1996,USA,World,,"Joss Ackland, Christine Taylor, Tom Schultz",,,,,,,92',Fantasy,,,"https:,,www.imdb.com,title,tt0117929,?ref_=nv_sr_srsg_0",,,,,
1997,movie ,,,UNFORGETTABLE,John Dahl,1996,USA,,,"Ray Liotta, Linda Fiorentino, Peter Coyote",,,,,,,117',"Drama, Mystery, Science-Fiction",,,"https:,,www.imdb.com,title,tt0118040,?ref_=fn_al_tt_3",,,,,
1997,movie ,,,THE WAX MASK,Sergio Stivaletti,1997,"Italy, France",,,"Robert Hossein, Romina Mondello, Riccardo Serventi Longhi",,,,,,,98',Horror ,,,"https:,,www.imdb.com,title,tt0119588,?ref_=fn_al_tt_1",M.D.C. - MASCHERA DI CERA,,,,
1997,movie ,,,YOU ONLY DIE TWICE,Esteban Ibarretxe,1997,Spain,,,"Juan Inciarte, Álex Angulo, Rosana Pastor",,,,,,,92',Comedy ,,,"https:,,www.imdb.com,title,tt0117816,?ref_=nm_flmg_wr_3",,,,,
1997,movie ,,,ZONE 39,John Tatoulis,1996,Australia,,,"Peter Phelps, Carolyn Bock,William Zappa",,,,,,,95',Science-Fiction,,,"https:,,www.imdb.com,title,tt0120554,?ref_=nv_sr_srsg_0",,,,,
