edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2000,short,European short film competition,,"QUAND ON EST AMOUREUX, C'EST MERVEILLEUX",Fabrice Du Welz,1999,Belgium,,European short film competition,"Edith Le Merdy, Noël Godin, Philippe Résimont, Jacky Berroyer",,,,,,,23',Horror,,,"https:,,www.imdb.com,title,tt0271746,?ref_=fn_al_tt_1",,,,,"This movie, winner of the Prize for Best Photography at Media 10/10 and of the Grand Prize of the Festival of Nevers, tells the story of Lara. She lives alone, damaged by live and seems lost to society. But inside Lara the desire still burns to experience an intense and passionate love affair with a “real” man. That’s why today, on the occasion of her birthday, she has treated herself to a special surprise. "
2000,short,European short film competition,,DESSERTS,Jeff Stark,1999,UK,,European short film competition,Ewan McGregor,,,,,,,5',Drama,,,"https:,,www.imdb.com,title,tt0181473,?ref_=fn_al_tt_1",,,,,"Watch out for what lies arround on the beach, even if it looks harmless and especially if it looks appetizing !
"
2000,short,Retrospective Shinya Tsukamoto,,THE PHANTOM OF REGULAR SIZE,Shinya Tsukamoto,1986,Japan,,European short film competition,,,,,,,,18',"Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0166304,?ref_=fn_al_tt_1",,,,,
2000,short,Retrospective Shinya Tsukamoto,,THE ADVENTURE OF DENCHU KOZO,Shinya Tsukamoto,1987,Japan,,European short film competition,,,,,,,,47',"Comedy, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0166069,?ref_=fn_al_tt_1",,,,,
2000,short,European short film competition,,LES TROIS PETITS POPOTINS,Manuel Gomez,1999,Belgium,,European short film competition,"Jacques De Bock, Louis Savary, Gaston Dertin",,,,,,,8',,,,,,,,,"In his latest movie, versatile artist Manuel Gomez (filmmaker, poster designer, architect, painter, independent producer, sculptor...) shows us his vision of a well-known tale which can be summarized as follows : Everybody has his own way of protecting himself from a predator.
"
2000,short,European short film competition,,ABUELITOS,Paco Plaza,1999,Spain,,European short film competition,"Antonio Duque, Beatriz Peña",,,,,,,15',"Drama, Mystery",,,"https:,,www.imdb.com,title,tt0227990,?ref_=fn_al_tt_1",,,,,"A very unusual hospital for the elderly. Watch out, young ones !"
2000,short,European short film competition,,LA CHOISIE,Laurent Vayriot,1999,France,,European short film competition,"Greta Risa, Olivier Chardin, Catherine Trottin, Dan Reache, Kellie Lamiot, Anthony Magnier, Gilles Levavasseur ",,,,,,,15',"Fantasy, Mystery",,,"https:,,www.imdb.com,title,tt1168630,?ref_=fn_al_tt_1",,,,,"In this ambitious debut, the director takes us on a journey on the paths of madness. Nephrem tells The Ally that he has consulted the Oracle, which told him that it was time to start thinking about offspring. Nephrem orders The Ally to go see The Witch. She will help him find the Chosen One, who will give Nephrem a daughter."
2000,short,European short film competition,,NEMO,Harald Fossen,1999,Norway,,European short film competition,Håkon Lystad ,,,,,,,5',Fantasy,,,"https:,,www.imdb.com,title,tt0285775,?ref_=nm_flmg_dr_4",,,,,"“Everything is just appearance” is the message of this movie by a graduate of the Bergen College of Arts in Norway, where he studied graphics and illustration.  "
2000,short,European short film competition,,QUI EST-CE?,Fenia Papadodima,1999,Greece,,European short film competition,"Fotini Papadodima, Eleni Mitropoulou, Nectaria Pitsarou",,,,,,,14',,,,"https:,,www.imdb.com,title,tt1959586,?ref_=nm_flmg_dr_1",TI EINAI AFTOS,,,,"We witness the dreamy course of life of a man. He grows up, changes and grows old. All the time he tries to hide his childhood deep inside of him, not realising that a parallel live takes place before his eyes."
2000,short,European short film competition,,UN PASSE PAS SI SIMPLE,Gaetan De Deken,1999,Belgium,,European short film competition,"Cédric Eeckout, Nathalie Bien, Manuel Gomez, Michel Angely",,,,,,,5',,,,"https:,,www.imdb.com,title,tt0482842,?ref_=fn_al_tt_1",,,,,"Fred has aids and has lost all hope. Sylvia, a young, pretty and very spontaneous girl tries to seduce him. Fred develops cold feet, but Sylvia doesn’t easily give up. Together, they’ll go all the way.   
This beautiful and touching film was already presented at the Festival of Ghent and at Media 10/10. Gaëtan De Deken is a graduate of the Narafi film school and has already realised three shorts : Stormy Night (1990), Magic Box (1991) and Cliché (1993). He has also worked on filmsets in diverse functions as electrician, director of photography, assistant producer,..."
2000,short,European short film competition,,FAUSSES ALERTES,Sarah Levy,1999,France,,European short film competition,"Féodor Atkine, Paco Cabezas, Frank Gourlat, Eric Savin",,,,,,,14',,,,"https:,,www.imdb.com,title,tt0317478,?ref_=fn_al_tt_1",,,,,"According to the makers, this movie - which has already travelled a lot (France, La Réunion, Canada, Belgium, Italy) - is based on a true event. Four characters are confronted with a rumour and become entangled in a game of truth and lies.
"
2000,short,European short film competition,,POR QUE E QUE NAO DISSE NADA,Miguel Seabra Lopes,1999,Portugal,,European short film competition,"Joana Craveiro, Kiku Seabra ",,,,,,,8',,,,"https:,,www.imdb.com,title,tt0206217,?ref_=fn_al_tt_1",,,,,"Time passes. Marta speaks, but nobody hears her. How can thoughts be distinguished from words when there’s nobody around to hear them ? Maybe you’ll be able to answer this grave question after having seen this movie.  "
