edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2009,short,International short film competition,,A MERE ET MAREES,Alain Fournier,2008,Canada,,International short film competition,"Pierre-Luc Brillant, Martine Beaulne, Marianne, Fortier",,,,,,,18',Fantasy,,,"https:,,www.imdb.com,title,tt1371651,",,,,,"Fred’s life takes a tragic turn when he realises he’s
transforming into something inhuman !"
2009,short,International short film competition,,FUN ON EARTH,Jesse Gordon,2008,USA,,International short film competition,"Alexi Wasser, Sterling Jones, Alex Lilly",,,,,,,16',"Drama, Comedy",,,"https:,,www.imdb.com,title,tt1117973,",,,,,"Boy meets Girl. He’s from Earth. She’s from somewhere
else and it’s definitely not Kansas !"
2009,short,International short film competition,,LA MAIN DES MAITRES,"Adrien Cayus Toupet, Vivien Looky Chauvet, Clément Delatre",2008,France,,International short film competition,"Martial Le Minoux, Kira",,,,,,,4',"Animation, Action",,,"https:,,www.imdb.com,title,tt1365484,",,,,,"In the midst of a revolution, two young labourers try to build
up an existence."
2009,short,International short film competition,,DAS ZIMMER,Nik Sentenza,2009,Germany,,International short film competition,"Christian Wewerka, Anke Steinkemper, Linda Chang",,,,,,,13',Comedy,,,"https:,,www.imdb.com,title,tt1513175,",,,,,"A businessman books a room and a call girl. When he
switches on the flat screen, the Tv offers him a look inside
his soul… and it’s not a pretty sight."
2009,short,International short film competition,,WELGUNZER,Bradford Schmidt,2009,USA,,International short film competition,"Gary Colon, April Eckfeld, David Eli Kelley",,,,,,,14',Comedy,,,"https:,,www.imdb.com,title,tt1339625,",,,,,"A man builds a time machine to travel to the future…
to kill himself."
2009,short,International short film competition,,MI AMOR VIVE EN LAS ALCANTARILLAS,Manuel Arija de la Cuerda,2008,Spain,,International short film competition,"Nacho Vera, Pepe Viyuela, Elena Gonzaler, Carmen Pardo",,,,,,,18',"Drama, Comedy",,,"https:,,www.imdb.com,title,tt1396636,",,,,,"Who doesn’t dream of receiving love letters ? But what if
they come out of the toilet ? A very unusual love story."
2009,short,International short film competition,,MAUVAISE ERREUR,Xavier Hibon,2008,Belgium,,International short film competition,"Anne Gaëlle Ponche, Caroline Previnaire, Laurent Denayer, Pilippe D'Avila",,,,,,,6',"Comedy, Action",,,"https:,,www.imdb.com,title,tt1513816,",,,,,Scare movies are hardly scary anymore. But this one…
2009,short,International short film competition,,DIX,"Fabrice Le Nezet, François Roisin, Jules Janaud",2008,France,,International short film competition,"Ian Faure, Lucien Momy, Alain Choquet",,,,,,,7',,,,"https:,,www.imdb.com,title,tt1557558,",,,,,"Marc is afraid of stepping on lines. He’s in therapy to
overcome his phobia."
2009,short,International short film competition,,IN CHAMBERS,Aleksander Leines Nordaas,2008,Norway,,International short film competition,"Silje Reinamo, Erlend Nervold, Morten Andresen, Jon Sigve Skard",,,,,,,10',"Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt1365015,?ref_=nm_knf_t4",BAK LUKKEDE DORER,,,,"A horrifying coma out of which it seems impossible to
awake."
2009,short,International short film competition,,MY FOUR INCH PRECIOUS,Sou Yun Sim,2008,USA,,International short film competition,"Owen Provencher, Karla Solarte",,,,,,,10',"Fantasy, Comedy",,,"https:,,www.imdb.com,title,tt1357178,",,,,,"Size doesn’t matter when it comes to love. But you should
watch where you step !"
2009,short,International short film competition,,BROTHER'S KEEPER,Martijn Smits,2008,Netherlands,,International short film competition,"Kenan Raven, Bernd Neunzling, Dimitra Kassari",,,,,,,15',"Horror, Thriller",,,"https:,,www.imdb.com,title,tt1293537,",,,,,"Two brothers live together in an isolated mansion. Both
are monsters, one from the inside and the other from the
outside."
2009,short,International short film competition,,SIDE EFFECT,Liz Adams,2008,USA,,International short film competition,"Virginia Newcomb, Sury Cote, Jonathan Nail, Daniel Zykov",,,,,,,14',Horror,,,"https:,,www.imdb.com,title,tt1215917,",,,,,"With new drugs, you always have to watch out for side
effects, especially when they’re meant to combat stress !"
2009,short,International short film competition,,TRAS LOS VISILLOS,"Gregorio Muro, Raul Lopez",2008,Spain,,International short film competition,"Gorka Aginagalde, Ramon Agirre, Mila Espiga, Zigor Bilbao",,,,,,,16',Thriller,,,"https:,,www.imdb.com,title,tt1561771,",,,,,"Martos is on the run and in urgent need of facial surgery.
But his paranoia gets the better of him."
