edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,BESTEMMING BEREIKT,Michiel Geluykens,2018,Belgium,BIFFF,Belgian Short Film Competition,"Peter Van Asbroek, Roos Van Acker, Victor Peeters , Rodney Nova",,,,,,,19',Science-Fiction,,",",,,,On the E19 no one can hear you scream.,,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day, European Short Film Competition",,DOFFICE,David Leclercq,2018,Belgium,BIFFF,"Belgian Short Film Competition, European Short Film Competition","Othmane Moumen, Michel Carcan , Bruce Ellison",,,,,,,21',"Fantasy, Dystopia",,OK,"https:,,www.imdb.com,title,tt10263206,?ref_=fn_al_tt_1",,,"A dogfight in a civilized world A dogfight in a
civilized world.",,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,L'AUXILIAIRE,Frédéric Plasman,2018,Belgium,Belgian,Belgian Short Film Competition,"Géraldine Denis , Bruno Fernandez",,,,,,,9',Science-Fiction,,OK,"https:,,www.imdb.com,title,tt8303854,?ref_=fn_al_tt_1",,,She is unsuited for the background.,,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,PARALLAX,Amber Van Acker,2018,Belgium,World,Belgian Short Film Competition,"Dorien De Clippel, Reindert Vermeire, Onno Van Gelder , Elke Leenhauwers",,,,,,,7',Science-Fiction,,",",,,,"What does love mean, when its sincerity is questioned constantly?",,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,PUZZLE,Olivier Pairoux,2018,Belgium,BIFFF,Belgian Short Film Competition,"Philippe Katerine , Elliot Goldberg",,,,,,,19',"Science-Fiction, Post Apocalyptic",,OK,"https:,,www.imdb.com,title,tt7956066,?ref_=fn_tt_tt_15",,,"After blowing up the earth, Destructor finds himself quite lonely on
his tiny plot of land floating in the middle of space. One day, Cosmo,
a little hi-tech toy robot crosses his path and confuses Destructor
with little boy Brian.",,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,REPLAY,Michel Hanse,2018,Belgium,World,Belgian Short Film Competition,"Gérard Tonnon , Axel Tonnon",,,,,,,13',Fantasy,,",",,,,"A man is looking... and what he’s going to find is going to intrigue
him... but what will he find?",,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,SOLEIL NOIR,"Adrien Léonard, Laure Martelaere",2018,Belgium,World,Belgian Short Film Competition,Charlène Sauldé,,,,,,,6',Fantasy,,",",,,,"On her way home, a woman feels like she is being watched. She
locks herself in her room and falls asleep, feeling safer. A dark ball
comes out from under her bed.",,
2019,short,"Belgian Short Film Competition, 15th Belgian Fantastic Film Day",,SWITCH,Marion Renard,2018,Belgium,BIFFF,Belgian Short Film Competition,"Nora Dolmans, Manon Delauvaux , Félix Matagne",,,,,,,18',Fantasy,,OK,"https:,,www.imdb.com,title,tt9056902,?ref_=fn_tt_tt_22",,,"A pop and fantastic tale about emergence of sexuality and
self-acceptance.",,
2019,short,"Belgian Short Film Out of Competition, 15th Belgian Fantastic Film Day",,UN AUTRE MONDE,"Lorenzo Salvatore, Vanin",2018,Belgium,World,,"Jean-Louis Lambert, Léna Van Oosterwijk, Elisa Mathon, Pol Matheys , Gwen Legrain",,,,,,,31',"Post Apocalyptic, Zombie",,",",,,,"Paternal heedlessness, sorry.",,
2019,short,"Belgian Short Film Out of Competition, 15th Belgian Fantastic Film Day",,A CURE FOR SLEEP,Ine Holsteens,2018,Belgium,European,,"Frederick Van Peer, Stefan Zajc, Jacques Verbist, Rit Ghoos , Charley Layton",,,,,,,10',"Thriller, Mystery, Science-Fiction",,OK,"https:,,www.imdb.com,title,tt9030348,?ref_=fn_al_tt_1",,,"In a world that is hooked on a drug that eliminates the need to sleep, Steve -being one of the only people who
doesn’t take this drug- starts to notice strange things around him.",,
2019,short,"Belgian Short Film Out of Competition, 15th Belgian Fantastic Film Day",,THE GLORIOUS PEANUT,"Fred De Loof, Fred Labeye",2018,Belgium,BIFFF,,"Fred De Loof, Alain Bellot , Daphne Agten",,,,,,,18',"Surreal, Fantasy",,OK,"https:,,www.imdb.com,title,tt8860886,?ref_=fn_al_tt_1",,,“The Glorious Peanut” that’s peanuts!,,
2019,short,"Belgian Short Film Out of Competition, 15th Belgian Fantastic Film Day",,HEY JOE ,Matthieu Reynaert,2018,Belgium,BIFFF,,"Laura Sépul, Fanny Alié, Olivier Bonjour, Achille Ridolfi , Isabelle De Hertogh",,,,,,,28' !!!,"Crime, Fantasy",,OK,"https:,,www.imdb.com,title,tt11594930,?ref_=fn_al_tt_1",,,"For them, sh’ell always be guilty.",,
2019,short,"Belgian Short Film Out of Competition, 15th Belgian Fantastic Film Day",,THE PASSPORT,Olivier H Dressen,2018,Belgium,Belgian,,"Michael Koltes, Andy Ma, Dante Pang , Patrick Ip",,,,,,,15',"Crime, Pyschological",,OK,"https:,,www.imdb.com,title,tt6751562,?ref_=fn_tt_tt_3",,,You are what you remember.,,
2019,short,European Short Film Competition,,BAGHEAD,Alberto Corredor Marina,2017,UK,Belgian,European Short Film Competition,"Oliver Walker, Natalie Oliver, Julian Seager, Pat Boothman , Tama Phethean",,,,,,,15',"Fantasy, Horror",,OK,"https:,,www.imdb.com,title,tt7938420,?ref_=fn_al_tt_2",,,She Will See You Now.,,
2019,short,European Short Film Competition,,BREATHE !,"Matthias Kreter, Max Breuer",2018,Germany,Belgian,European Short Film Competition,"Markus Glaser, Andreas Wellano, Hanna Gandor, Johanna Hanke , Antonio Lallo",,,,,,,9',"Fantasy, Science-Fiction, Thriller",,OK,"https:,,www.imdb.com,title,tt8694722,?ref_=fn_tt_tt_1",,,"A noble and friendly get-together turns into a brutal game about the society`s
existence.",,
2019,short,European Short Film Competition,,CERDITA,Carlota Martínez Pereda,2018,Spain,Belgian,European Short Film Competition,"Laura Galán, Paco Hidalgo, Elisabet Casanovas, Sara Barroso , Mireia Vilapuig, Jorge Elorza",,,,,,,15',Thriller,,OK,"https:,,www.imdb.com,title,tt8286974,?ref_=fn_al_tt_1",,,"Sara is an overweight teen that lives in the shadow of a clique of cool girls
holidaying in her village. Not even her childhood friend, Claudia, defends her
when she’s bullied at the local pool in front of an unknown man.",,
2019,short,European Short Film Competition,,CONTACT INCONNU,Silk Bistini,2018,France,Belgian,European Short Film Competition,Tiphaine Daviot,,,,,,,19',Thriller,,OK,"https:,,www.imdb.com,title,tt8811778,?ref_=fn_al_tt_1",,,"Sandra returns to her home in a quiet little suburb. While nothing else works
at home, Sandra sees the disturbing silhouette of a man watching his house
from the street ...",,
2019,short,European Short Film Competition,,FLOTANDO,Frankie De Leonardis,2018,Spain,BIFFF,European Short Film Competition,"Daniel Horvath , Secun De La Rosa",,,,,,,9',"Science-Fiction, Fantasy",,OK,"https:,,www.imdb.com,title,tt8503902,?ref_=fn_al_tt_1",,,Welcome to space.,,
2019,short,European Short Film Competition,,HERD,Mattia Temponi,2018,Italy,Belgian,European Short Film Competition,"Giulia Michelle Cristino , Albert ""Sick"" Al",,,,,,,14',"Zombie, Horror, Black Comedy",,OK,"https:,,www.imdb.com,title,tt9248844,?ref_=fn_tt_tt_4",,,"A Girl wakes in the house of a Man known the night before. They slept together,
but she really doesn’t know anything about him. And when she suspects of
being in danger, fear creeps under her skin, taking control of her choices.",,
2019,short,European Short Film Competition,,I AM NOT A MONSTER,Grace Quilligan,2018,Ireland,Belgian,European Short Film Competition,"Tony Doyle, Geraldine McAlinden , Mark Lawrence, Catriona Loughlin",,,,,,,17',Horror,,OK,"https:,,www.imdb.com,title,tt8433718,?ref_=fn_al_tt_1",,,"A young man returns home uninvited to his brother’s engagement dinner only
to find himself fighting for his sanity against the demonic growth on the back
of his head.",,
2019,short,European Short Film Competition,,LIBRARY OF GOD,Stian Hafstad,2018,Norway,Belgian,European Short Film Competition,"Peter Førde , Lasse Vermeli",,,,,,,12',"Comedy, Fantasy",,OK,"https:,,www.imdb.com,title,tt7086300,?ref_=fn_al_tt_1",,,God has raised the bar...,,
2019,short,European Short Film Competition,,MIEDOS,Germán Sancho,2018,Spain,Belgian,European Short Film Competition,"Claudia Placer , Carlos Santos",,,,,,,8',"Horror, Fantasy",,OK,"https:,,www.imdb.com,title,tt8490920,?ref_=fn_al_tt_4",,,Do you really know your fears?,,
2019,short,European Short Film Competition,,COUNTRYSIDE,Pierre Mouchet ,2018,France,Belgian,European Short Film Competition,"Coline D'incà, David Clavel , Charlie  Melchiori",,,,,,,18',Horror,,OK,"https:,,www.imdb.com,title,tt7371742,?ref_=fn_al_tt_1",,,"An old and dilapidated house in the contryside. A solitary and gloomy-looking
man wandering around. A frail and angelic girl locked up in a room. A piece of
human flesh forgotten near the well...
That is what a young tramp will discorver beyond sacrifice...",,
2019,short,European Short Film Competition,,RAIN CATCHER,Michele Fiascaris,2018,"Italy , UK",Belgian,European Short Film Competition,"Dudley  O'shaughnessy , Joanne Hartley",,,,,,,15',Thriller,,OK,"https:,,www.imdb.com,title,tt6812460,?ref_=fn_al_tt_1",,,"Rain Catcher is a neo-noir about a young photographer haunted by a mysterious
man appearing in his pictures.",,
2019,short,European Short Film Competition,,RETCH,Keir Siewert,2018,UK,Belgian,European Short Film Competition,"Chloe Wigmore , Maria Teresa Creasy",,,,,,,"4'20""",Horror,,OK,"https:,,www.imdb.com,title,tt7937980,?ref_=fn_al_tt_2",,,"A visceral horror rollercoaster in which a young woman’s illness takes a disturbing
turn...",,
2019,short,European Short Film Competition,,ROBOT WILL PROTECT YOU,Nicola Piovesan,2018,Estonia,Belgian,European Short Film Competition,"Lizzie Freeman , Richard Epcar",,,,,,,10',Science-Fiction,,OK,"https:,,www.imdb.com,title,tt8348972,?ref_=fn_al_tt_1",,,"A sci-fi animation about a little girl’s search for meaning in a world without
emotions.",,
2019,short,European Short Film Competition,,SPOILER,Evgeny Kolyadintsev,2018,Russie,Belgian,European Short Film Competition,"Anna Vasileva, Valentina Viter , Yaroslav Gabrov",,,,,,,6',Horror,,OK,"https:,,www.imdb.com,title,tt7931938,?ref_=fn_tt_tt_3",,,"A girl finds a strange sketchbook at her doorstep, but who has left it there
and what for?",,
2019,short,European Short Film Competition,,WHEN THE LIGHTS GO OUT,Jonas Trukanas,2018,Lithuania,World,European Short Film Competition,"Mija Di Marco , Nojus Stankevičius",,,,,,,14',Fantasy,,OK,"https:,,www.imdb.com,title,tt10329314,?ref_=fn_tt_tt_4",,,Boy got bullied - boy had a monster...,,
2019,short,International Short Film Selection,,ALIEN DEATH FUCK (THEY CAME),Thomas Lunde,2018,Norway,Belgian,International Short Film Selection,"Victoria Winge, Kristina Ødegaard , Leonard Valestrand Eike",,,,,,,4,"Science-Fiction, Horror",,",",,,,You’re Going to Need Protection!,,
2019,short,International Short Film Selection,,ANACRONTE,Raul Koler,2018,Argentina,Belgian,International Short Film Selection,",",,,,,,,14,Animation,,OK,"https:,,www.imdb.com,title,tt9515756,?ref_=fn_al_tt_1",,,"Since the timeless night, on the life’s plains,
humanity faces the Sorcerers of Evil’s indefeasible designs...",,
2019,short,International Short Film Selection,,ANNA,Kurt R. Yochum,2019,USA,World,International Short Film Selection,"Anna Tunhav , Brian C. Chenworth",,,,,,,10,Horror,,",",,,,"A young woman risks her
sanity in a battle of the minds against a mysterious and evil presence and her
imprisoned boyfriend. Anna must keep control of the situation or jeopardize
the fate of those she loves and herself.",,
2019,short,International Short Film Selection,,BIG PIG,Alexandre Eloy,2018,Belgium,BIFFF,International Short Film Selection,"Raffael Piccoli, Stepfanie Vanden Broeck, Benjamin Gaspart , Bruno Devaux ",,,,,,,16,Animation,,",",,,,"In a country torn apart by social
disparity. Joseph and his band of misfits will try to rescue Tania, a young
babysitter wrongfully imprisoned by corrupted authorities.",,
