edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2001,short,European short film competition,,"O RALO , L'EVIER","Tiago Guedes,  Frederico Serra",1999,Portugal,,European short film competition,"Philipe Leroux, Sonia Costa, Miguel Borges, Fernando Ferreira, Vera Alles, Joaquim
Nicolau",,,,,,,17',Comedy,,,"https:,,www.imdb.com,title,tt0189958,",O RALO,,,,Never despair ! Promised ?
2001,short,European short film competition,,DEAD ON TIME,James Larkin,1999,UK,,European short film competition,"Michael Gambon, Pete Lee Wilson, Wendy Nottingham",,,,,,,15',,,,"https:,,www.imdb.com,title,tt0210638,",,,,,"New Year’s Eve 1999. Steve
Armitage wants to commit the
first suicide of the year 2000. However,
he’s not the only one !"
2001,short,European short film competition,,LES BELLES SALADES,Johan Knudsen,1999,Belgium,,European short film competition,"Susy Falk, Catherine Graindorge, Stéphane Custers",,,,,,,10',,,,"https:,,www.imdb.com,title,tt0273460,",,,,,"After a bit of work, the small
house could become paradise to
live in. It could... because the old
woman next door can’t help sticking
her nose in !"
2001,short,European short film competition,,BOM !,Clément Subileau,2000,France,,European short film competition,"Philippe Nahon, Philippe Polet, Marie Polet, Frédéric Briolet",,,,,,,12',,,,"https:,,www.imdb.com,title,tt0321496,",,,,,"Out of fuel. Luckily,
there’s a parking
nearby. As the man goes
looking for fuel, the young
woman remains with the
car. Suddenly, a sound
comes from the roof of the
vehicle."
2001,short,European short film competition,,LETTERS,Matthias Wittmann,1999,Germany,,European short film competition,Matthias Hermann,,,,,,,9',,,,"https:,,www.imdb.com,title,tt0234095,",,,,,"A lab assistant discovers a strange
substance. He swallows the intelligent
liquid and starts transforming into... to be
continued on the big screen."
2001,short,European short film competition,,GODZILLA VS THE NETHERLANDS,Sietske Tjallingii,1999,Netherlands,,European short film competition,Jean-Pierre Voogt,,,,,,,6',,,,"https:,,www.imdb.com,title,tt0270973,",,,,,Godzilla visits The Netherlands !
2001,short,European short film competition,,AT THE END OF THE LINE,Jorgen Tjemsland,2000,Norway,,European short film competition,"Jorgen Tjemsland, Nina Elkeskog",,,,,,,8',,,,,,,,,"This movie speaks of the search
for, the discovery and the loss of
what is important for everyone of us."
2001,short,European short film competition,,"THE BALLAD OF KIM , JOE",Christian Theede,1999,Germany,,European short film competition,"Till Franzen, Anna Thalbach, Mircea Krishan, Erich Bar",,,,,,,10',,,,,,,,,"Bonnie & Clyde stevenen af op
een happy end. Maar ze zullen er
wel voor moeten knokken."
2001,short,European short film competition,,PUITS DE LUMIERE,Yannis Veslemes,2000,Greece,,European short film competition,"Manolis destounis, Veta Proedrou, Costas Sfikas, Costas Tsakonas",,,,,,,14',Fantasy,,,"https:,,www.imdb.com,title,tt0374663,?ref_=nm_flmg_dr_5",FOTAGOGOS,,,,"New Year’s Eve in a village you
won’t be able to find on any map.
Events will unite the lives of three
people who’ve never met before."
2001,short,European short film competition,,LA REINE DE NACRE,"Bernard Werber, Sébastien Drouin",2000,Belgium,,European short film competition,,,,,,,,16',Fantasy,,,"https:,,www.imdb.com,title,tt0313521,",,,,,"Men in black kill men in white,
and vice-versa. Two detectives
investigate the case.
Who’s pulling the strings ?"
2001,short,European short film competition,,PARANOIA,Peter Kocyla,2000,Germany,,European short film competition,"Thomas scharff, Sophie Schütt",,,,,,,10',"Mystery, Thriller",,,"https:,,www.imdb.com,title,tt0292621,",,,,,"Nick, satisfied head of the family
and a hard worker, sees his life
suddenly changing. Paranoia takes
hold of him and soon runs out of
control. He even starts to suspect his
loved ones. Information or
indoctrination ?"
2001,short,European short film competition,,HARARA,Andreas Kaiser,2000,Germany,,European short film competition,"Claudia Balazs, Joe Fuerst",,,,,,,10',Animation,,,"https:,,www.imdb.com,title,tt0304134,",,,,,"At the Cairo hospital,
an archaeologist is
haunted by horrible
nightmares. He revisits the
pharaoh’s tomb and meets
his own demons."
2001,short,European short film competition,,TIJ,Vincent Bierrewaerts,2000,Belgium,,European short film competition,,,,,,,,10',Animation,,,"https:,,www.imdb.com,title,tt0296238,",,,,,"A peasant and a king are on a
tightrope. Reflection on power."
2001,short,European short film competition,,MANN IM MOND,"Chris Stenner,  Arvid Uibel",1999,Germany,,European short film competition,,,,,,,,7',,,,"https:,,www.imdb.com,title,tt0359655,?ref_=ttls_li_tt",,,,,"The man on the moon feels lonely.
Luckily, in 1969 Armstrong (the
astronaut, not the cyclist) brings a visit.
He’ll soil the earth of our beloved satellite
and utter the historic words : “...” (oops, I
forgot)."
2001,short,European short film competition,,SHUT THE DOOR,Jens Lien,2000,Norway,,European short film competition,"Trond F. Aurvag, Svein Amundsen, Klara Doving, Celine Engebrigtsen, Tonje Cecilie Grimstad, Henrik Hoie,
Oddmar Pedersen, Alexandra Perez-Seoane, Per Christian Veberg",,,,,,,10',,,,"https:,,www.imdb.com,title,tt0245873,",DOREN SOM IKKE SMAKK,,,,"Mother has instilled some simple
rules in her little one to keep life
simple. But when mom is not around,
he finds it hard to stick to the rules."
2001,short,European short film competition,,EX. # N° 1870-4,Christophe Van Rompaey,2000,Belgium,,European short film competition,"Koen Van Kaam, Aza
Declercq",,,,,,,15',Science-Fiction,,,"https:,,www.imdb.com,title,tt0242444,",,,,,"1870-4 woont in een perfect
georganiseerde samenleving... die
geleidelijk desintegreert ! Enigszins
destabiliserend, nietwaar ! Wat doet het
ertoe je werk te verliezen wanneer
iedereen er vandoor gaat !
Deze film won in 2000 de “Gold Award for
best narrative short” in Houston en de
“Best Picture Prize” te Huy."
2001,short,European short film competition,,VIZIO,Ferenc Cako,1999,Hungary,,European short film competition,,,,,,,,9',Animation,,,"https:,,www.imdb.com,title,tt0237902,",,,,,"We’re building a tower of Bable
with our desires. But who are the
lucky winners in the lottery of life ?
Who’ll see the light ? And will the
tower not crumble under our
ambitions ?"
2001,short,European short film competition,,MANOS,Mar Ruiz Fernandez,2000,Spain,,European short film competition,,,,,,,,7',,,,,,,,,"An office clerk discovers a hand in
his desk. When he reports the
incident to his arrogant superior, all
hell breaks loose."
2001,short,European short film competition,,"LA VIE, LA MORT ET LE FOOT",Sam Garbarski,2000,Belgium,,European short film competition,"Claude Mercutio, Henri Osinski",,,,,,,6',,,,"https:,,www.imdb.com,title,tt0265991,",,,,,"The right question is not : “Is there life
after death ?”, but : “Is there football
after death ?”."
2001,short,European short film competition,,SOMMEIL PROFOND,Pierre Lacan,1999,France,,European short film competition,Jean-François Gallotte,,,,,,,20',,,,,,,,,"50-something Lucien
Lemoutard leads a
carefully regulated life;
until the day he hursts his
head on his desk."
2001,short,European short film competition,,LA TELEVISION,Marc-Olivier Picron,2000,Belgium,,European short film competition,"Jackie Berroyer, Francine Blistin",,,,,,,12',"Comedy, Drama",,,"https:,,www.imdb.com,title,tt0275004,",,,,,"New Year’s Eve, Hyppolyte can’t
seem to turn off his new
television. The apparatus soon
becomes charming, mocking, cruel,..."
2001,short,European short film competition,,RING OF FIRE,Andreas Hykade,2000,Germany,,European short film competition,,,,,,,,15',Animation,,,"https:,,www.imdb.com,title,tt0257042,",,,,,"Two cowboys spend their days
under the shadow of a rock. But
at night, they leave for a place
populated by their erotic fantasies.
There, they let themselves go !"
2001,short,European short film competition,,TROIS PETITS MONSTRES ET PUIS S'EN VA,Vincent Weil,2000,France,,European short film competition,"Fabrice Herbaut, Michel Peyrelon, Sylvie Weber, Benoît Barthe, Roxane Fechner, Bertrand
Normand",,,,,,,9',,,,"https:,,www.imdb.com,title,tt0324330,",,,,,"He’s addicted to computer games. She
can no longer stand it and decides to
act. Unfortunately, the cure is worse than
the affliction."
2001,short,European short film competition,,CHURCH OF ACCEPTANCE,Brendan Muldowney,2000,Ireland,,European short film competition,"Gerry O’Brien, Brian McGuinness, Des Fleming",,,,,,,15',Drama,,,"https:,,www.imdb.com,title,tt0333247,",,,,,"Death scares us all. Yet it
happens to everyone;
rich and poor, beautiful and
ugly, smart and stupid,...
And inventing all kinds of
myths to soften the pain
won’t help a bit.
You have to
accept it,
period !"
2001,short,European short film competition,,BON APPETIT !,"Patrice Bauduinet, Jean-Luc Fonck",2000,Belgium,,European short film competition,"Cécile de France, Sophie D’Haese, Marie-Cécile Joannès, Catherine Lebillian, Cathy
Mlakar, Dorayd Azezaf & her son, Noël Godin, Patrice Bauduinet, Edouard Collinet, Robert Deridder, Véronique Fyon, David Guyot, Michel
Hanse, Julien Joannès, Jean-Christophe Lauwers, Eddy Letexier, Roland Lethem, François Woukoache",,,,,,,8',,,,"https:,,www.imdb.com,title,tt0319087,",,,,,"In a strange and tidy restaurant, a
man orders a special dish...
“a vely, vely nice dish !” What will
happen ? Excitement guaranteed !"
2001,short,European short film competition,,HOT DOG !,Laurent Baffie,1999,France,,European short film competition,"Jojo, Moumoune",,,,,,,6',Comedy,,,"https:,,www.imdb.com,title,tt0304167,",,,,,"Dogs are howling at the full moon,
which makes it very hard to catch
some sleep !"
2001,short,European short film competition,,YAOURTS MYSTIQUES,Sulvie Guérard,2000,France,,European short film competition,"Rémi Bichet, Jacques Alric, Evelyne Grandjean",,,,,,,11',"Animation, Comedy",,,"https:,,www.imdb.com,title,tt0293714,",,,,,"The life of the inhabitants of a
fridge is ruled by the opening of
the door, a passage to another life,
until a series of strange murders
shakes up this little community."
2001,short,European short film competition,,THE PERIWIG-MAKER,Steffen Schäffler,1999,Germany,,European short film competition,,,,,,,,15',"Animation, Drama",,,"https:,,www.imdb.com,title,tt0239797,",,,,,"A man locks himself
into his own house to
escape the ravages of the
plague in London. When a
young, sick girl applies for
help, his life gets turned
upside down."
2001,short,European short film competition,,THE LAST DREAM,Emmanuel Jespers,2000,Belgium,,European short film competition,"Cécile de France, Eric De Staercke, Quentin Milo, Bruno Georis",,,,,,,16',,,,"https:,,www.imdb.com,title,tt0286583,",,,,,"After a cardiac arrest,
the film operator is
taken to the hospital.
Suddenly, the movie image
melts and splits in two,
taking the spectator to
another reality."
2001,short,European short film competition,,L'HOMME EST-IL BON ?,Romain Berthomieu,1999,France,,European short film competition,"Christopher Buchholz, Nicolas Bonnefous",,,,,,,8',Science-Fiction,,,"https:,,www.imdb.com,title,tt0295994,",,,,,"A fighter pilot crashes on an unknown
and apparently deserted planet. He
soon has to face a strange creature."
2001,short,European short film competition,,7337,Raul Diaz,2000,Spain,,European short film competition,,,,,,,,16',"Fantasy, Horror",,,"https:,,www.imdb.com,title,tt0295843,?ref_=nm_flmg_prd_2",,,,,"When a young teacher arrives at her
post in an isolated village, she realises
she’s surrounded by ghosts."
2001,movie,,,CHOPPER,Andrew Dominik,2000,Australia,,,"Eric Bana, Kate Beahan,
Simon Lyndon, Renee Brack,
David Field, Dan Wylie",,,,,,,94',"Crime, Drama, Biography",,,"https:,,www.imdb.com,title,tt0221073,",,,,,"Mark “Chopper” Read bungles his childhood
dreams of becoming a legendary crime figure
by landing in a maximum-security prison for a
failed kidnapping attempt. There he works hard to
establish himself at the top of the prison power
hierarchy through extraordinary erratic behaviour,
alternately violent, affectionate and self-destructive.
Physical brutality, lies, rationalisations and distortions
comprise his modus operandi. Released
from jail eight years later, he is determined to continue
his pursuit for criminal notoriety, whatever
the cost might be to himself or to others.
Chopper is a great first feature for acclaimed music
video director Andrew Dominik. The film explores
the darkest realms of Australia’s underworld
through the eyes of one of his most feared and
infamous criminals. It’s based on the real life of
Mark “Chopper” Read. You never know if what you
see is what actually happened, because the real
Chopper himself, a vivacious raconteur, is always
willing to sacrifice the truth for a good story. The
temporal periods in the film are distinguished not
only by Chopper’s physical changes, but also by
shifts in colour tone from the cold blue stone of the
prison to the saturated reds of the brothels and bars
of the outside world. To top it off, Eric Dana, one of
Australia’s most celebrated stand-up comedians,
plays this notorious character with charismatic
energy backed by complex psychological insight."
