edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2002,short,International short film competition,,PHOENIX,Steven Bordelon,2001,USA,,International short film competition,"Jason Alan Erickson, Blake Neitzel, Mark Aaron, Erik Weigandt, Lauren Allen, Eric Ziemann,
Mike Antonik, Marty Murray, Steve Upton",,,,,,,20',Science-Fiction,,,"https:,,www.imdb.com,title,tt0304548,",,,,,"Soon children will be used for
experiments into telepathy and
telekinesis, whatever the costs !"
2002,short,International short film competition,,SCHNEIDER'S 2ND STAGE,Phil Stoole,2000,UK,,International short film competition,"Kenneth Branagh, Gerard Horan, Jimmy Yuill",,,,,,,17',Thriller,,,"https:,,www.imdb.com,title,tt0331629,",,,,,"An individual is driving through a
deserted environment when suddenly
his mobile phone starts to ring. The
speaker refuses to reveal his name."
2002,short,International short film competition,,PASTORALE,Pieter Uytterhoeven,2001,Belgium,,International short film competition,"Koen Monserez, Fran Tersago, Sabine Peere, Heddie Suls",,,,,,,11',,,,,,,,,"After having given birth to a pig child, the
farmer’s wife dies. A few months later, her"
2002,short,International short film competition,,THE WATCHERS,Steven McGregor,2001,Australia,,International short film competition,"Wayne Pygram, Dane Sheddon, Nathaniel Dean, Wayne Blair",,,,,,,6',,,,,,,,,"In a world where all our desires are
controlled, a young man goes where
no one dares to tread."
2002,short,International short film competition,,COPY SHOP,Virgil Widrich,2001,Austria,,International short film competition,"Johannes Silberschneider, Elisabeth Ebner-Haid",,,,,,,12',"Drama, Comedy",,,"https:,,www.imdb.com,title,tt0182014,",,,,,"The story of a man who makes
photocopies of himself, until they fill
up the entire world !"
2002,short,International short film competition,,LA FLAMME,Ron Dyens,2001,France,,International short film competition,"Lucie Duchêne, Régis Romele",,,,,,,3',Romance,,,"https:,,www.imdb.com,title,tt0283342,",,,,,"A man with glasses sees a pair of glasses called ""natural glasses"" in a store, when he puts them on, he finds himself in a natural environment."
2002,short,International short film competition,,THE AMERICAN BICKMAN BURGER,Michael John Fedun,2001,Netherlands,,International short film competition,"Greg Shore, Joey Cameron, Brendan Hunt, Chip Bray, Marjan den Toom, Sean Walton,
Sjolle Wieringa",,,,,,,18',"Crime, Horror",,,"https:,,www.imdb.com,title,tt0275914,",,,,,"Bickman Pike, serial killer and owner of
a chain of fast-food restaurants, realises
his life’s wish : marrying and having a child.
The toddler is immediately set loose in a
world where murder is legalised. He also
tries to achieve his dream."
2002,short,International short film competition,,FIZZ,Jason Stutter,2000,New Zealand,,International short film competition,Jermaine Clement,,,,,,,4',"Comedy, Horror",,,"https:,,www.imdb.com,title,tt0436318,",,,,,"In the bowels of the subway, a young
man discovers that fear has a new
name."
2002,short,International short film competition,,YA NO PUEDE CAMINAR,Luiso Berdejo,2001,Spain,,International short film competition,"Junio Valverde, Miriam Giovanelli, Pepo Oliva, Concha Garcia, José Agustin Vigil",,,,,,,14',Horror,,,"https:,,www.imdb.com,title,tt0302051,",,,,,"Pacheco learns to overcome his
repulsion towards animals. Logically he
should also be able to extend this towards
humans."
2002,short,International short film competition,,NATURAL GLASSES,Jens Lien,2001,Norway,,International short film competition,Pekka Veberg,,,,,,,2',,,,"https:,,www.imdb.com,title,tt0283505,",NATURLIGE BRILLER,,,,There’s no shelter anywhere !
2002,short,International short film competition,,C.D.D.,Olivier Loustau,2000,France,,International short film competition,"Samir Guesmi, Catherine Salviat, Jocelyne Maillard, Bruno Lochet",,,,,,,9',,,,"https:,,www.imdb.com,title,tt0317208,",,,,,"In a near future, society has found a
radical way to eradicate
unemployment."
2002,short,International short film competition,,LETTERS ABOUT THE WEATHER,Peter Salmon,2000,New Zealand,,International short film competition,"Sara Wiseman, Ian Hughes, Ray Woolfe, Rupert Cocks, Rachael D’Aguiar, Matthew
Sunderland",,,,,,,15',"Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt0284261,",,,,,"In a near future, virtual reality has
become the general way of life. But a
young woman discovers a passion for
good old fashioned reality."
2002,short,International short film competition,,COMPTINE,Damien Chemin,2001,Belgium,,International short film competition,"Bénédicte Vanderreydt, Pierre Divin, Mireille Morren, Mathilde Martens",,,,,,,17',,,,"https:,,www.imdb.com,title,tt0354472,?ref_=nm_flmg_dr_7",,,,,"Despite several disturbing signs, a
young babysitter decides – after being
left alone in an unknown house to look
after a child she hasn’t met yet – to
discover the true nature of her charge."
