edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2005,short,International short film competition,,THE DOOR,Vladimir Kott,2004,Russia,,International short film competition,Leonid Okunev,,,,,,,17',,,,,,,,,Sometimes even the heaviest load can be light to bear.
2005,short,International short film competition,,PATIENTE 69 ,"Jean-Patrick Benes, Allan Mauduit",2004,France,,International short film competition,"Yvon Martin, Macha Polikarpova, Emmanuel Avena,
Sylvie Weber, Stefan Cuvelier",,,,,,,20',"Comedy, Thriller",,,https://www.imdb.com/title/tt0453183/?ref_=fn_al_tt_1,,,,,"It’s the first shift for the new night watchman at the
psychiatric institute. There’s one corridor that’s he’s not
allowed to enter. You’d wish !"
2005,short,International short film competition,,EL TREN DE LA BRUJA,Koldo Serra,2003,Spain,,International short film competition,"Manolo Solo, Jon Arino, Héctor Alterio, Nacho Marcos,
Santiago Guibert",,,,,,,18',"Fantasy, Horror",,,https://www.imdb.com/title/tt0441529/?ref_=fn_al_tt_1,,,,,"For a large sum, a man participates in an experiment in
extreme terror."
2005,short,International short film competition,,CROIT,Fabrice Couchard,2004,Belgium,,International short film competition,"Jean-Luc Couchard, Circé Lethem, Jean-Louis Sbille,
Michel Vanderlinden",,,,,,,17',,,,https://www.imdb.com/title/tt0473841/?ref_=fn_al_tt_1,,,,,"Wintertime in an isolated hamlet in the Belgian Ardennes. The
daughter of the doctor begs the kind milkman François for
his help."
2005,short,International short film competition,,STRICTETERNUM,Didier Fontan,2004,France,,International short film competition,"Anne Kessler, Laurent Natrella, Aurélie Collignon,
Karine Pedersen, Yvan Heymes",,,,,,,8',Fantasy,,,https://www.imdb.com/title/tt0474389/?ref_=fn_al_tt_1,,,,,"A quaint little house in the middle of nowhere and a car stuck
into the snow. Time is passed in front of the TV."
2005,short,International short film competition,,IF I COULD ONLY,Marc Wyn Jones,2003,UK (Wales),,International short film competition,"Richard Mylan, Catrin Powell, Will Thomas,
Eluned Hawkins",,,,,,,3',,,,,,,,,"In the name of love, a man fights the finality of death."
2005,short,International short film competition,,THINNING THE HERD,Rie Rasmussen,2004,France,,International short film competition,"Rie Rasmussen, Travis Marschall",,,,,,,10',,,,https://www.imdb.com/title/tt0409380/?ref_=fn_tt_tt_1,,,,,"A young albino woman falls into the hands of a satanic serial
killer with a predilection for the disabled."
2005,short,International short film competition,,IN HEAVEN AS IT IS ON EARTH,Sven Ostgaard,2004,Norway,,International short film competition,"Are J. Ródsand, Hallbjórn Rónning, Harald Brenna",,,,,,,5',Comedy,,,https://www.imdb.com/title/tt0446362/?ref_=nm_flmg_dr_2,,,,,"In the Bermuda Triangle of the North, scientists study the law of
cause and effect."
2005,short,International short film competition,,EL SONADOR,Oskar Santos,2004,Spain (Basque),,International short film competition,"José Angel Egido, Dritan Biba, José Luis Rogerio,
David Garcia, Rebeca Cobos, Rosina Olaso",,,,,,,14',Fantasy,,,https://www.imdb.com/title/tt0444443/?ref_=fn_al_tt_2,,,,,"The count orders the doctor to find out why his brother needs
such unnatural quantities of sleep."
2005,short,International short film competition,,WATER,Chris Graham,2004,New Zealand,,International short film competition,"Paige Shand-Haami, Victoria Beynon-Cole, Chris Ryan,
Angie Dolan, Patrick Durant, Des Morgan, Davey Kuresa",,,,,,,15',Drama,,,https://www.imdb.com/title/tt0389526/?ref_=nm_flmg_dr_6,,,,,"A leaking pipe doesn’t seem to bother the family at all, with the
exception of little Mary. But the water keeps rising and rising
and rising."
