edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2004,short,International short film competition,,LOS NIÑOS DEL JARDIN,Manuel Martinez Velasco,2003,Spain,,International short film competition,"Concha Velasco, Valeria Arribas, Álvaro Morte",,,,,,,18',fantasy,,,https://www.imdb.com/title/tt0387446/?ref_=nm_flmg_dr_9,,,,,"""Los Niños del Jardín"" (""Children in the Garden"") is a story of love beyond death, and the relation between extraterrestrials, ghosts and angels."
2004,short,International short film competition,,13 DAYS OUT,Rangitawaea Tiwai Reedy,2002,New Zealand,,International short film competition,,,,,,,,12',,,,,,,,,
2004,short,International short film competition,,SIMONES LABYRINTH,Ivan Sainz-Pardo,2003,Germany,,International short film competition,"Laura Sonntag, Catherine Flemming, Hilmar Henjes
",,,,,,,16',Mystery,,,https://www.imdb.com/title/tt0330890/?ref_=nm_knf_t2,,,,,
2004,short,International short film competition,,THE MAN IN THE CUPBOARD,Tallulah H. Schwab,2003,Netherlands,,International short film competition,"Niek Pancras, Sacha Bulthuis",,,,,,,10',Fantasy,,,https://www.imdb.com/title/tt0375952/?ref_=nm_flmg_dr_7,,,,,
2004,short,International short film competition,,DEBOUT LES FRILEUX DE LA TERRE,Christophe Le Borgne,2003,France,,International short film competition,"Philippe Vieux, Olivier Brut, Charles Clément",,,,,,,13',,,,https://www.imdb.com/title/tt0402125/?ref_=nm_flmg_dr_1,,,,,
2004,short,International short film competition,,UP,"Dirk Verheye, Jeroen Dumoulein",2002,Belgium,,International short film competition,"Veerle Baetens, François Beukelaers, Pieter Embrechts",,,,,,,6',Science-Fiction,,,https://www.imdb.com/title/tt0384644/?ref_=nm_flmg_dr_7,,,,,
2004,short,International short film competition,,LOVEGAME,Gaute Hesthagen,2003,Norway,,International short film competition,"Martin L. Lotherington, Arne Reitan, Kikki Stormo",,,,,,,6',"Fantasy, Romance",,,https://www.imdb.com/title/tt0416941/?ref_=nm_flmg_dr_6,,,,,"A young girl hurries to meet her date, but encounters som e difficulties. She must use her knowledge of a certain computer game to overcome them."
2004,short,International short film competition,,LE STRIP-TEASE DU FOSSOYEUR,Frédéric Réau,2003,France,,International short film competition,"André Penvern, François Revaclier, Leo Mess",,,,,,,13',"comedy, Horror",,,https://www.imdb.com/title/tt0454551/?ref_=fn_al_tt_1,,,,,"Archimède is a very special cemetery keeper. As the dead party every night, he armed the premises with surveillance cameras and wolf traps. On Halloween night, which will surely offer a lively outing, a television team arrives to film him."
2004,short,International short film competition,,INDECISION,Charles Barker,2003,UK,,International short film competition,"Kate Burdette, Keir Charles, George Irving",,,,,,,3',,,,https://www.imdb.com/title/tt0422469/?ref_=nm_knf_t1,,,,,
2004,short,International short film competition,,BACK,Sam Toy,2002,Australia,,International short film competition,"Sheila Boyd, Michael Coughlan, Damien Garvey",,,,,,,15',,,,https://www.imdb.com/title/tt2123148/?ref_=nm_knf_t2,,,,,"On a lost stretch of the Australian outback, something strange is happening. Crisis, conflict, breakdown; who will decide to move on? And what awaits those who turn back?"
