edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1983,movie,Opening,,TENEBRAE,Dario Argento,1982,Italy,,,"Anthony FRANCIOSA, Dario NICOLODl, John SAXON, Carola STAGNARO, John STEINER, Anja PIERONI",,,,,,,141',"Crime, Horror, Mystery ",,,"https:,,www.imdb.com,title,tt0084777,",TENEBRE,,(devrait contenir le texte!),,"An American writer of  detective novels is invited in Rome by his publishing house to talk about the promotion of his latest novel. Since his arrival in Rome, the writer finds himself in a strange adventure that is as strange as a detective novel. Together with his secretary, the writer begins an investigation….. .   "
1983,short,Closing,,ROOM SERVICE,Boris Bergman,1982,France,World,,"Nadine ALLARIE, Véronique SANSON, Elisabeth BOURGINE, Dominique MAURIN, Patrick BOUCHITEY, Dimitri RAFALSKI, J.M. CORNILLE ",,,,,,,28',Horror,,,"https:,,www.imdb.com,title,tt0310079,",,,OK,,"Boris Bergman, songwriter of singer Alain Bashung, takes us to an unknown world, to an unknown place, an area where nightmares meet. Filmed in the sewers of Paris, Room Service tells us the story of a special hotel for even more special guests. One day an intruder appears in this antechamber of death.    "
1983,movie,Hommage to Roy Ward Baker,,"ASYLUM by Roy, Ward Baker",Roy Ward Baker,1972,UK,,,"Peter CUSHING, Britt EKLAND, Herbert LOM, Patrick MAGEE",,,,,,,88',Horror,,,"https:,,www.imdb.com,title,tt0068230,",,,OK,,"Asylum follows the horrorfilms of Freddie Francis with a formula that, to this day,  is still original and frightening. All classic themes are treated in this series of anthology films, which for the most part are derived from the work of Robert Bloch, the horror author of Psycho. Hitchcock turned the book into a movie in 1960.  These films are not afraid to show pure horror, visual (the horror films of Freddie Francis) or suggestive (Asylum). They also use a lot of black humor and psychoanalysis. Asylum takes place in a psychiatric hospital where a young assistant- doctor learns that the director is back……as a patient ! His first job is to find the doctor amongst the insane. (Licorne d'Or Festival International du Film Fantastique de PARIS - 1973)"
1983,movie,Hommage to Roy Ward Baker,,QUATERMASS AND THE PIT,Roy Ward Baker,1967,UK,,,"James DONALD, Andrew KEIR, J. GLOVER et Barbara SHELLEY",,,,,,,97',"Horror, Mystery, Science-Fiction",,,"https:,,www.imdb.com,title,tt0062168,",,,OK,,"London, after the war. One day, a group of labourers find a skeleton in the metro. Immediately Dr. Roney and his assistant Barbara are called to the scene. They find a new skeleton, this time dating from prehistoric times. Further research discovers that it is actually from Mars. Based on an extraordinary screenplay by R.W. Baker and an excellent cast led by Andrew Keir and the ravishing Barbara Shelley ( also known for Dracula, Prince of Darkness). Quatermass & The Pit is not only a remarkable science fiction movie from the Hammer studios, it is also, just like King Kong or Frankenstein, considered to be a masterpiece. We could even call it a cinematographic delirium!     "
1983,movie,Retro Best off,,THE EXORCIST,William Friedkin,1973,USA,,,"Ellen BURSTYN, Max VAN SYDOW, Lee J. COBB, Kitty WINN,  Jack MAC GOWRAN, Jason MILLER, Linda BLAIR",,,,,,,122',Horror,,,"https:,,www.imdb.com,title,tt0070047,",,,OK,,"Washington, the present. A little girl is possessed by the devil…..
William Peter Blatty, who adapted his own novel, and director William Friedkin have released hallucinations and nightmares upon their public. As a result, there is a renewed interest in horror movies by the producers. On the basis of that and the amount of success the film has, we can say that The Exorcist is as influential for the horror film as 2001: A Space Odyssey was for the sci-fi film."
1983,movie,Retro Best off,,2001 : A SPACE ODYSSEY,Stanley Kubrick,1968,USA,,,"Keir DULLEA, Gary LOCKWOOD, William SYLVERSTER, Franck PRICHTER, Douglas RAIN",,,,,,,149',"Adventure, Science-Fiction",,,"https:,,www.imdb.com,title,tt0062622,",,,OK,,"During the communist witch hunts in Hollywood, there is a young, hotheaded director who openly pleads for antimilitarism and dismisses American fascism with an irony that’s much sharper than the majority of films that were censored at the time. The name of that director is Stanley Kubrick.  Kubrick quickly feels the need to express himself in a big production. Film after film, he polishes his technical skills and makes sure that they stick and bite. That’s probably the main reason why he has no success with big audiences. Made after Dr. Strangelove (1964) and before A Clockwork Orange  (1971),  2001: A Space Odyssey is and remains the sci-fi film that brought the genre of sci-fi to a higher level. Producers became convinced that they should give higher budgets to sci-fi movies. Based on the short story The Sentinel by Arthur C. Clarke, we see the evolution of mankind, from cavemen to modern men. An absolute masterpiece that occupies a very important place in the history of cinema."
1983,movie,Retro Best off,,THE EYES OF THE MUMMY,Ernest Lubitsch,1918,Germany,,,"Pola NEGRI, Harry LIEDTKË, Emil JANNINGS, Max LAURENCE",,,,,,,63',"Drama, Horror",,,"https:,,www.imdb.com,title,tt0008854,",DIE AUGEN DER MUMIE MA,,OK,,"The Eyes of the Mummy  is the beginning of the collaboration of a legendary trio, Lubitsch, Negri and Janning. It was Pola who explicitly asked to be directed by Lubitsch. This first real drama by Lubitsch has Pola Negri, Emil Jannings and Harry Liedtke as the leads. A German painter falls in love with a dancer of an Egyptian temple. He kidnaps her, but is pursued by the grandmaster of the religious cult the girl belongs to. "
1983,movie,Retro Best off,,TIME AFTER TIME,Nicholas Meyer,1979,USA,,,"Malcolm Mc DOWELL, David WARNER, Mary STEENBURGEN",,,,,,,112',"Adventure, Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt0080025,",,,OK,,"London 1893, the young and enthusiastic H.G. Wells, writer, inventor and prophet, is going to reveal his newest creation for his friends: a time machine. What Wells doesn’t know, is that one of his friends is Jack The Ripper. The deception is revealed and Jack escapes with the timemachine to 1979 San Francisco. Wells pursues him. Nicholas Meyer made an excellent start as the writer-director of The Day After: ‘This film brings a very intelligent message: The Day After reminds us that even commercial films can play on higher grounds and that honest expression and excitement are not necessary enemies of each other. (Bertrand BORIE, l'Ecran Fantastique no. 14).

H.G Wells, passed away in 1946 and had this to say on his gravestone : ‘You are all damned, I told you so ! He stipulated this in his testament, out of disappointment for the war and the atomic bomb. "
1983,movie,Retro Best off,,THE PHANTOM OF THE RUE MORGUE,Roy Del Ruth,1954,USA,,,"Karl MALDEN, Claude DAUPHIN, Patricia MEDINA, Steve FORREST",,,,,,,83',"Crime, Horror, Mystery ",,,"https:,,www.imdb.com,title,tt0047348,",,,OK,,"The number of movies that are inspired by the novels or short stories by E.A. Poe is countless. The Phantom of the Rue Morgue, based on these stories, is one of the great classics of fantastic cinema. Strange and nerve racking murders are taken place in the Rue Morgue in Paris in 1903. Young and beautiful women are being murdered without any suspect. To achieve this, the killer uses strange and unknown tactics.  "
1983,movie,Retro Best off,,ROLLERBALL,Norman Jewison,1975,USA,,,"James CAAN, John HOUSEMAN, Maud ADAMS, Sir Ralph RICHARDSON",,,,,,,125',"Action, Science-Fiction, Sport",,,"https:,,www.imdb.com,title,tt0073631,",,,OK,,"Rollerball by Norman Jewison shows us a futuristic society without nations and without war where a new game is popular, Rollerball: a mixture of skating, American football and hockey. The game has a real cultstatus in a society where three days of work is enough and where everybody can enjoy his passions. Opposite this symbolic competition is the struggle of the individual against a repressive society, an anonymous and totalitarian state where everything is fixed. Jonathan E, the champion of the game, much to the dismay of the promotors, is a real hero. The kind of hero from the same mould as from Zardoz and Soylent Green. "
