edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1984,short,,,LE BUTEUR FANTASTIQUE,Richard Olivier,1983,Belgium,,,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,ROUGES ETAIENT LES YEUX DE LA BALEINE,Jean-Marie Polon,1982,Belgium,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,VOIX D'EAU,Alain Robak,1982,France,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,JOUR DE NOCE,Antoine-Marie Meert,1982,Belgium,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,LA DERNIERE IMAGE,Jérôme Enrico,1983,France,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,LA VANNE D'EAU POUR L'ARROSAGE DU RESERVOIR SPHERIQUE EST DANS LE CENTRE CALORIFIQUE,Sébastien Dellers,1982,Switzerland,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,RÂ,"Thierry Barthes , Pierre Jamin",1984,France,,French Speaking Short Film Competition,,,,,,,,,Animation,,,"https:,,www.imdb.com,title,tt0328304,",,,,,
1984,short,French Speaking Short Film Competition,,LAST CUT,Gérald Frydman,1982,Belgium,,French Speaking Short Film Competition,,,,,,,,12',Horror,,,"https:,,www.imdb.com,title,tt0284251,",,,,,
1984,short,French Speaking Short Film Competition,,LA DIMENSION PARALLELE,Jean-Claude Belmont,1983,France,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,PERSONNE,Arthur Da Costa,1983,Belgium,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,LA PORTE,Stéphane Loison,1983,France,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,DERRIERE LA PORTE,Bernard Pavelek,1983,France,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,SCOOP,Emmanuel Previnaire,1983,Belgium,,French Speaking Short Film Competition,,,,,,,,,,,,,,,,,
1984,short,French Speaking Short Film Competition,,CEUX D'EN BAS,Stephan Holmes,1983,France,,French Speaking Short Film Competition,"Andrea Aronovitch, Vincent Martin ",,,,,,,14',Fantasy,,,"https:,,www.imdb.com,title,tt0283983,",,,,,
1984,short,French Speaking Short Film Competition,,STAR SUBURB,Stéphane Drouot,1983,France,,French Speaking Short Film Competition,"Caroline Appéré, Marcelle Turlure, Remy Giordiano ",,,,,,,27',Science-Fiction,,,"https:,,www.imdb.com,title,tt0177253,",,,,,
1984,movie,Opening ,,THE DEAD ZONE,David Cronenberg,1983,USA,,,"Christopher Walken, Brooke Adams, Tom Skerritt ",,,,,,,103',"Drama, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0085407,",,,,,
1984,movie,Closing ,,TESTAMENT,Lynne Littman,1983,USA,,,"Jane Alexander, William Devane, Rossie Harris ",,,,,,,90',Drama,,,"https:,,www.imdb.com,title,tt0086429,",,,,,
1984,movie,Closing ,,MURDEROCK,Lucio Fulci,1984,Italy,,,"Olga Karlatos, Ray Lovelock, Claudio Cassinelli ",,,,,,,93',"Mystery, Thriller ",,,"https:,,www.imdb.com,title,tt0087759,",MURDEROCK - UCCIDE A PASSO DI DANZA ,,,,
1984,movie,International Competition,,THE EXTERMINATORS OF THE YEAR 3000,Jules Harrisson,1983,"Italy, USA",,International Competition,"Robert Iannucci, Alicia Moro, Luciano Pigozzi ",,,,,,,83',"Action, Science-Fiction",,,"https:,,www.imdb.com,title,tt0085514,",IL GIUSTIZIERE DELLA STRADA,,,,
1984,movie,International Competition,,EVILSPEAK,Eric Weston,1981,USA,,International Competition,"Clint Howard, R.G. Armstrong, Joe Cortese ",,,,,,,97',Horror ,,,"https:,,www.imdb.com,title,tt0082346,",,,,,
1984,movie,International Competition,,THE LOST TRIBE,John Laing,1983,New Zealand,,International Competition,"John Bach, Darien Takle, Don Selwyn ",,,,,,,114',"Adventure, Horror, Mystery ",,,"https:,,www.imdb.com,title,tt0139432,",,,,,
1984,movie,International Competition,,LOOKER,Michael Crichton,1981,USA,,International Competition,"Albert Finney, James Coburn, Susan Dey ",,,,,,,93',"Drama, Science-Fiction, Thriller",,,"https:,,www.imdb.com,title,tt0082677,",,,,,
1984,movie,International Competition,,MOTHER'S DAY by Charles Kaufman,Charles Kaufman,1980,USA,,International Competition,"Nancy Hendrickson, Deborah Luce, Tiana Pierce",,,,,,,91',"Comedy, Horror, Thriller",,,"https:,,www.imdb.com,title,tt0081186,",,,,,
1984,movie,International Competition,,ANDROÏD,Aaron Lipstadt,1983,USA,,International Competition,"Klaus Kinski, Don Keith Opper, Brie Howard ",,,,,,,80',Science-Fiction,,,"https:,,www.imdb.com,title,tt0083557,",,,,,
