edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1988,short,European short film competition,,AUFBRUCH DER BLUTCREW,Rochus Hahn,1984,West Germany,,European short film competition,"José Luis Amposta, Pepón Coromina, Cesc Gelabert",,,,,,,11',,,,"https:,,www.imdb.com,title,tt0812345,?ref_=fn_al_tt_1",,,,,
1988,short,European short film competition,,BEFORE I DIE FOREVER,Harry Hook,1988,UK,,European short film competition,"Björn Gedda, Adam Schaub",,,,,,,17',Science-Fiction,,,"https:,,www.imdb.com,title,tt3556484,?ref_=nm_flmg_dr_21",,,,,
1988,short,European short film competition,,BERENICE,Juan Manuel Chumilla Carbajosa,1986,Italy,,European short film competition,"
Jean-Paul Comart, Alexandra Vandernoot",,,,,,,10',,,,"https:,,www.imdb.com,title,tt2395307,?ref_=fn_al_tt_1",,,,,
1988,short,European short film competition,,BINKY AND BOO,"Phil Austin, Derek Hayes",1987,UK,,European short film competition,"Jane Ashton, Hilary Hook, Sophie Ward",,,,,,,18',,,,"https:,,www.imdb.com,title,tt0295875,?ref_=fn_al_tt_1",,,,,
1988,short,European short film competition,,DANS LES GRIFFES DE THULIUS,Didier Fontan,1985,France,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,DE VLIEG ,Hans Heynen,1985,Netherlands,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,DZIWINE ZDARZENIE NA PRYSTANKU NA ROGU X,Alexander Sroczynski,1987,Poland,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,GORYLAND,Andrea Marfori,1987,Italy,,European short film competition,"Rochus Hahn, Anneliese Jeitner, Michael Gutmann",,,,,,,22',,,,"https:,,www.imdb.com,title,tt1697872,?ref_=fn_al_tt_1",,,,,
1988,short,European short film competition,,RESAN TIL ORION,Solveig Nordlund,1986,Sweden,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,KRISTALLTOD,Pascal Hoffmann,1987,West Germany,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,LA CITADELLE ENGLOUTIE,Yvan Lagrange,1987,France,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,LA FILLE DE LA HAUTE DUNE,Eric Stofkooper,1983,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,LA TRES BONNE NOUVELLE,Christophe Jankovic,1986,France,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,LAVOMIE,Willy Kempeneers,1987,Belgium,,European short film competition,"Chantal Banlier, Muhammad Camara, Geoffrey Carey",,,,,,,9',,,,"https:,,www.imdb.com,title,tt0318145,?ref_=nm_knf_t1",,,,,
1988,short,European short film competition,,LE FAIRE-PART,Jérôme Piroue,1987,Switzerland,,European short film competition,,,,,,,,,,,,,,,,,
1988,short,European short film competition,,LE MIROIR,Philippe Worms,1986,France,,European short film competition,,,,,,,,4',Animation,,,"https:,,www.imdb.com,title,tt0833511,?ref_=nm_flmg_wr_11",,,,,
