edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2021,short,International Short Film Selection,,Nuage,Joséphine Darcy Hopkins,2020,France,International,International Short Film Selection,"Cypriane Gardin, Solène Rigot, Catherine Salée",,,,,,,27',Science-Fiction,,,,Nuage,,,,"As a mysterious cloud of ashes si ready to come upon their city, Capucine breaks the security guidance and hits the road with her mom and Eugénie, a shy classmate, in the hope to cross the Pyrenees."
2021,short,International Short Film Selection,,Upstairs,Phillip Trow,2020,UK,World,International Short Film Selection,"Iain De Caestecker, Sorcha Groundsell, Luke Newberry",,,,,,,17',Horror,,,,Upstairs,,,,Jennifer Saint finally receives validation that she’s not delusional when her late father reaches out from beyond the grave to confirm that their dark family secret is in fact the disturbing & sinister truth.
2021,short,International Short Film Selection,,Inferno,Katherine Chediak Putnam,2020,Australia,European,International Short Film Selection,"Sam Cotton, Keiran McGinley, Karen Pudlyk",,,,,,,16',Horror,,,,Inferno,,,,"When a family man tears down the remains of his burned-out childhood home in attempt to bury his family’s tragic past, he finds himself tormented by something sinister uncovered in the demolition."
2021,short,International Short Film Selection,,The Painted,Sasha Sibley,2020,USA,Belgian,International Short Film Selection,"Mike Ossedryver, Jill Young, Victoria Strange",,,,,,,11',Horror,,,,The Painted,,,,"An aristocratic man and his wife living in the 1960s must contend with a strange demonic force. When his wife suddenly and inexplicably falls into a coma, the man undertakes a dangerous ritual in an attempt to summon the dark entity that is oppressing them and drive it away."
2021,short,International Short Film Selection,,Wake Up,Quentin Porte,2020,France,World,International Short Film Selection,"Benoît Gunalons, Jules Nouvel",,,,,,,2',Fantasy,,,,Wake Up,,,,"In the middle of the night, a young child calls his father to be reassured. But will his father be up to it?"
2021,short,International Short Film Selection,,Last Dream Before Sunrise,Tom Albanese,2020,United States,International,International Short Film Selection,"Marian Frizelle, Jean Charles, Lucas Royalty",,,,,,,11',Fantasy,,,,Last Dream Before Sunrise,,,,"A grieving woman travels to an isolated cabin with a strange power. Filmed entirely using natural light, this meditative film explores themes of loss and grief through a fantastical lens."
2021,short,International Short Film Selection,,The Water,Andrea Dargenio,2019,Argentina,Belgian,International Short Film Selection,"Nicolás Maiques, Jorge Booth, Claudio Lauria",,,,,,,14',Fantasy,,,,El Agua,,,,"A man wakes up in a world where water has disappeared, however, everyone acts like nothing happened."
2021,short,International Short Film Selection,,Mr James is Dead,"Daniel Irving, Josh Aries",2020,Canada,European,International Short Film Selection,"Dan Payne, Peter Hoskins, Francisco Trujillo, Donovan Ahmadi Gammon",,,,,,,15',Action,,,,Mr James is Dead,,,,"Tom attends his estranged father’s funeral only to find out that his father had been a spy all along, and his funeral is filled with spy villains from all shapes and sizes from his past."
2021,short,International Short Film Selection,,Horrorscope,Pol Diggler,2019,Spain,,International Short Film Selection,"Clàudia Trujillo, Miriam Marcet, Morgan Symes, Josep Rigo Reventós",,,,,,,5',"Horror, Comedy",,,,Horrorscope,,,,An ordinary schoolgirl’s life unravels after an evil creature takes over her body.
2021,short,International Short Film Selection,,They're Here,Sid Zanforlin,2020,Canada,European,International Short Film Selection,"Melia Cressaty, Al Goulem",,,,,,,12',Science-Fiction,,,,They're Here,,,,"Unable to cope with the death of her grandmother, Sam becomes convinced that her body is harboring an alien being that must be removed. There is just one problem, nobody believes her, and instead suspect Sam of trying to murder her grandma."
2021,short,International Short Film Selection,,You Don't Know Me,"Isabelle Giroux, David Emond-Ferrat",2019,Canada,Belgian,International Short Film Selection,"Métushalème Dary, Stephen MacLean Roger, Claire Jacques",,,,,,,11',Thriller,,,,You Don't Know Me,,,,An american couple gets involved into a messy situation while stopping for gaz in rural Quebec.
2021,short,International Short Film Selection,,Night Bus,Joe Hsieh,2020,Taïwan,Belgian,International Short Film Selection,"Shu Fung  Chen, Ming-hsiu Tsai, Shang-sing Guo",,,,,,,20',Horror,,,,Night Bus,,,,"On a commuter bus, a necklace is stolen. This is followed by a tragic and fatal road accident, which reveals love, hatred, and vengeance. The film climaxes as the bus went ablaze, burning and glittering against the pitch-dark coastal sky."
2021,short,International Short Film Selection,,Couple Rings,Ang Lee,2020,South Korea,World,International Short Film Selection,"Taejee Lee, Jungmin Yang, Minsung  Kim",,,,,,,21',Fantasy,,,,Couple Rings,,,,"A couple is kidnapped by a serial killer on their first anniversary. The killer forces the couple to play rock paper scissors until one is dead. As the game goes on, the couple criticizes and ridicules each other to survive out of the game."
2021,short,International Short Film Selection,,The Water Will Regret You,Marco Bentancor,2020,Uruguay,European,International Short Film Selection,"Gustavo Suárez, Alfonsina Carrocio, Rafael Soliwoda, Stefanía Tortorella",,,,,,,15',Fantasy,,,,The Water Will Regret You,,,,"A badly wounded man lies on a drifting boat. He is alone in the wild nature of the river, stalked by an aquatic creature that threatens to take his life. The man keeps a secret that will soon emerge from the water."
2021,short,International Short Film Selection,,Eggshell,Ryan William Harris,2020,Israel,Belgian,International Short Film Selection,"Charlie Carbery, Shauna Higgins, James Costello",,,,,,,15',Fantasy,,,,Eggshell,,,,Joey’s life is a constant switch between a child’s vivid imagination and the harsh reality of the Irish suburbs. After building himself a Robot head to protect himself Joey is soon forced to face up to adulthood.
2021,short,International Short Film Selection,,The Recycling Man,Carlo Ballauri,2020,Italy,Belgian,International Short Film Selection,"Virginia Newcomb, Benjamin Evan Ainsworth, Terence Anderson",,,,,,,13',Fantasy,,,,The Recycling Man,,,,"In suburban neighborhood, Jacob, a boy immobilized in a wheelchair, fights boredom by spying on his neighbors. Sarah, a girl of the same age, spots him out and says hello with a piece of paper."
2021,short,International Short Film Selection,,Carmentis,Antony Webb,2019,Australia,Belgian,International Short Film Selection,"Ben  Mortley, Adriane Daff",,,,,,,15',Science-Fiction,,,,Carmentis,,,,"Mac, a grief stricken miner, wakes to find himself injured on the desolate planet Carmentis. At odds with his own emotions and EVE, the AI that controls his space suit, he struggles to reach both physical and mental safety. Exacerbating the situation is an oncoming eclipse that threatens Mac’s life with freezing temperatures. Mac’s journey pushes him to the limit as he is forced to confront and overcome his personal grief in order to survive."
2021,short,International Short Film Selection,,Narrow,Anna Chazelle,2019,United States,European,International Short Film Selection,"Anna Chazelle, Matthew Gallenstein, Maia Henkin",,,,,,,10',Horror,,,,Narrow,,,,"In a post-apocalyptic world where survival means never stepping off a thin narrow path, a lone woman must evade a creature who stalks her every move."
2021,short,International Short Film Selection,,Ad Lib,Joseph Catté,2020,France,Belgian,International Short Film Selection,"Thomas Alden, Pauline Helly, Nouritza Emmanuelian",,,,,,,11',Thriller,,,,Ad Lib,,,,Max and Julie are very much in love. Julie is rather jealous but Max knows nobody’s perfect. Certainly not himself. ‘Ad Lib’ is a romantic drama in the world of karaoke. A story of appearances.
2021,short,International Short Film Selection,,Red Light,Alex Kahuam,2020,United States,Belgian,International Short Film Selection,"Ted Raimi, Brian Krause",,,,,,,10',Horror,,,,Red Light,,,,An obnoxious social media influencer and a group of friends on their way to a Halloween party find themselves in a grim world of hell when they run into two twisted brothers. Not even one of their 1 million followers can help them now.
2021,short,International Short Film Selection,,We Came From the Sea,Jeremy Lutter,2020,Canada,Belgian,International Short Film Selection,"Chad Rook, Cadence Compton",,,,,,,15',Fantasy,,,,We Came From the Sea,,,,"Einar, an addict recently abandoned by his wife and five year-old daughter. As he fights to go clean in their ocean side home, Einar is haunted by an uninvited stranger."
2021,short,International Short Film Selection,,Pickup Artist,Mario Alexander Schuster,2020,Germany,Belgian,International Short Film Selection,"Kevin Thiel, Fee Zweipfennig, Manuel Nero",,,,,,,3',Comedy,,,,Pickup Artist,,,,A short horror comedy about the art of “how to pick up girls”.
2021,short,International Short Film Selection,,A Tale Best Forgotten,Tomas Stark,2020,Sweden,Belgian,International Short Film Selection,"Julia Sporre, Adam Stålhammar, Ola Wallinder",,,,,,,5',Fantasy,,,,A Tale Best Forgotten,,,,"In a house by a river that lamented as it ran, lived a father, and his daughter, and the dog-headed man… A murder ballad."
2021,short,International Short Film Selection,,S.O.S.,Ángela Tobón,2020,Colombia,European,International Short Film Selection,"Juana Restrepo, Alonso Uribe",,,,,,,19',Science-Fiction,,,,S.O.S.,,,,"Aurelio (72) is the lifesaver in a parallel world where people in coma go. Esther (67) arrives at the pool and joins a group of people who train for a competition, the winner will return to life with their families."
2021,short,International Short Film Selection,,Today,Andrew Jaksch,2021,Australia,European,International Short Film Selection,"Tom Farrah, Jessica Tanner, Tim Clarke",,,,,,,20',Science-Fiction,,,,Today,,,,"Today is November 19th, 1969, and this young successful couple find themselves in a vicious cycle, trapped within an impenetrable void. How can they distinguish one day from another? How will they survive?"
2021,short,International Short Film Selection,,The Archivists,Igor Drljaca,2020,Canada,International,International Short Film Selection,"Noah Reid, Bahia Watson, Maxwell McCabe-Lokos",,,,,,,14',Science-Fiction,,,,The Archivists,,,,"In a dystopian future, a travelling trio of musicians discover an abandoned house – a relic from the old world. As the bandmates explore the ruin, they stumble upon a hidden room full of precious artifacts of a bygone era. It’s a cultural windfall – journals, books, pictures and of course, music. Amongst the trove, one particular vinyl LP catches the band’s attention: The Age of Consent, by 80s synthpop trio Bronski Beat. As they attempt to make out the degraded lyrics to one of its tracks, inspiration takes hold."
2021,short,International Short Film Selection,,Heat,Thessa Meijer,2019,Netherlands,,International Short Film Selection,"Famke Louise, Daniël Kolf",,,,,,,3',Comedy,,,,Heat,,,,"During an extreme heat wave, a shy girl seeks refuge in an ice cream shop. But when she looks into the eyes of the charming vendor, she is on thin ice."
2021,short,International Short Film Selection,,Stuck,David Mikalson,2020,United States,Belgian,International Short Film Selection,"Nicola Lambo, Davey Johnson, Tara Dininno",,,,,,,14',Comedy,,,,Stuck,,,,A gymnastics coach must deal with a man that has taken an interest in the young girls she coaches. The man makes a bold move and the coach responds with an even bolder one.
2021,short,International Short Film Selection,,A Strange Calm,Austin Rourke,2019,United States,Belgian,International Short Film Selection,"Giovanna Bush, Jacob Sandler, Price Carson",,,,,,,15',Thriller,,,,A Strange Calm,,,,"When 12-year-old Rosie and Miles encounter a strange man on the 4th of July, their journey to watch the fireworks on the outskirts of town becomes an unexpected fight for survival."
2021,short,International Short Film Selection,,Beyond the skin,Hugo Dao,2020,France,Belgian,International Short Film Selection,"David Salles, Georges  Slowick, Tony Bodin",,,,,,,19',Horror,,,,Beyond the skin,,,,"Eric is a butcher. Recently divorced, his wife has filed a restraining order for alleged domestic violence, forbidding him to see his son. Since then, a strange wound has appeared on his arm and is beginning to spread through the rest of his body."
2021,short,International Short Film Selection,,One Left,Sebastian Doringer,2020,Austria,Belgian,International Short Film Selection,,,,,,,,6',Science-Fiction,,,,One Left,,,,"Several patients are waiting in a doctor’s office to hear test results regarding their remaining lifetimes. In most cases, the allotted time is not as long as they had hoped for."
2021,short,International Short Film Selection,,"Plants, monsters and rock & roll",Edu Marín,2020,Spain,World,International Short Film Selection,"Albert Bufill, Guim Puig, Judit Ampudia",,,,,,,14',Comedy,,,,"Plants, monsters and rock & roll",,,,"When Leo, a guy full of insecurities, turns the love of his life into a fearsome monster, he must do everything in his power to return her to normal."
2021,short,International Short Film Selection,,CDD : Corpus Crisis,M. Tikal,2020,Belgium,,International Short Film Selection,"Jérôme Villain, M. Tikal, Eric Godon, Xavier Hosten, Stanislao Mannu, Frédéric Diefenthal",,,,,,,24',Comedy,,,,CDD : Corpus Crisis,,,,"As they couldn’t find any summer jobs, two students are hired by a local kingpin as ‘cleaners’. Their task? Make corpses disappear before law enforcement arrives on the scene! However, there will be trouble on the last day on the job, when one of their corpses is not completely dead…"
2021,short,European Short Film Competition,,See You In an Hour,Markus Virpiö,2020,Finland,World,European Short Film Competition,"Julia Lappalainen, Santeri Helinheimo Mäntylä, Petteri Pennilä",,,,,,,13',Fantasy,,,,,,,,"Eveliina lacks a clear direction is her life. She inherits old binoculars from her grandfather. Her disappointment turns into bafflement when she realizes the binoculars show a view one hour into the future. With her friend Pete, Eveliina starts to focus on the opportunities the binoculars present – there are many paths to choose from."
2021,short,European Short Film Competition,,Sins of a Werewolf,David Prendeville,2020,Ireland,Belgian,European Short Film Competition,"Paul Kennedy, Lalor Roddy, Elva  Trill",,,,,,,22',Fantasy,,,,,,,,"When a seasoned parish priest is bitten on the arse by a mysterious animal, he begins transforming into a werewolf every full moon. The ensuing blood-shed leads to a resurgence in Mass attendances from fearful locals, much to the delight of his senior colleagues."
2021,short,European Short Film Competition,,Aquaticans,Alice Barsby,2020,France,International,European Short Film Competition,"Finnegan Oldfield, Julie Maes, Jean-Michel Balthazar",,,,,,,15',Fantasy,,,,,,,,"In the near future huge tides are regularly submerging coastal areas. However in a deserted seaside town an old couple refuses to leave. On Christmas day their son Evan comes and visits them. He wishes to go before the high tide, but something holds him back."
2021,short,European Short Film Competition,,Cerberus,Kaspar Ainelo,2021,Estonia,World,European Short Film Competition,"Indrek Sammul, Inderk  Taalmaa, Markus Habakukk",,,,,,,19',Crime,,,,,,,,"The trail of a lost dog leads a country gentleman Meelis to the outskirts of a village where a mysterious crime has taken place. While trying to figure out the truth behind the strange events, a growing suspicion tempts to claim another victim."
