edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2018,short,"Belgian Short Film Competition, 14th Belgian Fantastic Film Day",,THE DAY THE DOGS DISAPPEARED,"Ruth Mellaerts, Boris Kuijpers",2017,Belgium,,Belgian Short Film Competition,"Leen Van Diependaele, Nico Sturm, Peter De Graef, Boris Van Severen",,,,,,,21,Drama,,,https://www.imdb.com/title/tt6714992/?ref_=fn_al_tt_1,,,,,"Anna tries to protect her family, while a feeling of fear slowly creeps
into their lives. The familiar becomes progressively strange..."
2018,short,"Belgian Short Film Competition, 14th Belgian Fantastic Film Day",,DEER BOY,Katarzyna Gondek,2017,"Poland , Belgium , Croatia",,Belgian Short Film Competition,"Janusz Chabior, Katarzyna Sobiszewska, Eryk Maj",,,,,,,15,"Drama, Fantasy",,,https://www.imdb.com/title/tt5363486/?ref_=fn_al_tt_1,,,,,"A tragicomic story about a hunter’s son born with antlers on his
head..."
2018,short,"Belgian Short Film Competition, 14th Belgian Fantastic Film Day",,DYNAMAN,Michiel Blanchart ,2017,Belgium,,Belgian Short Film Competition,"Guillaume Kerbusch, Lucile Vignolles,Yvain Juillard, Didier Boclinville",,,,,,,20,Comedy,,,https://www.imdb.com/title/tt9820200/?ref_=fn_al_tt_2,,,,,"Hidden and dressed in a red cape, Dynaman patrols the streets of
Brussels, ready to save everyone!"
2018,short,"Belgian Short Film Competition, 14th Belgian Fantastic Film Day",,HET NEST,Matthias De Bondt,2017,Belgium,,Belgian Short Film Competition,"Sid Van Oerle, Laurence Roothooft, Janelle Vanes",,,,,,,,Horror,,,https://www.imdb.com/title/tt9625802/?ref_=fn_al_tt_1,,,,,"He thought he was in heaven in the care of two lovely nurses, but he
soon realizes that he’s in hell!"
2018,short,"Belgian Short Film Competition, 14th Belgian Fantastic Film Day",,LOST IN THE MIDDLE,Senne Dehandschutter ,2017,Belgium ,,Belgian Short Film Competition,"Soufiane Chilah, Matthieu Sys, Dahlia Pessemiers, Koen Van Impe",,,,,,,17,Drama,,,https://www.imdb.com/title/tt6151234/?ref_=fn_al_tt_2,,,,,"Two young Belgians leave for Syria. One is a journalist and the other
a fighter... but nevertheless, they will find common ground!"
2018,short,"Belgian Short Film Competition, 14th Belgian Fantastic Film Day",,LES NAUFRAGÉS," Mathieu Mortelmans, Cécile Delberghe",2018,Belgium,,Belgian Short Film Competition,"Cécile Delberghe, Babetida Sadjo",,,,,,,15,"Crime, Drama",,,https://www.imdb.com/title/tt8226784/?ref_=nm_knf_t3,,,,,"World premiere! Lou is a lawyer, Nina is a detainee; the meeting
between these two women in prison will change their lives for ever."
2018,short,"Belgian Short Film Out of Competition, 14th Belgian Fantastic Film Day",,CADUCEA ,Christophe Mavroudis,2017,Belgium,,,"Marie-Jeanne Maldague, Guillaume Alexandre, Vincent Delré, Maïlyse Hermans",,,,,,,25,"Drama, Fantasy",,,https://www.imdb.com/title/tt8174422/?ref_=fn_al_tt_1,,,,,Behind this Italian mask hides a distorted face with a macabre secret...
2018,short,"Belgian Short Film Out of Competition, 14th Belgian Fantastic Film Day",,FUGAZI,Laurent Michelet,2017,"Belgium , France",,,"Alexia Depicker, Vincent Londez, Adena De Leener",,,,,,,29,"Action, Drama",,,https://www.imdb.com/title/tt6541878/?ref_=fn_al_tt_3,,,,,"Adèle has been working on a space station for three years and she
has just one more mission to accomplish. But a grain of sand will
change her destiny..."
2018,short,"Belgian Short Film Out of Competition, 14th Belgian Fantastic Film Day",,MUIL,Jasper Vrancken,2018,Belgium,,,"Matthieu Sys, Pascal Maetens, Myrthe Kramer, Anny Goddyn",,,,,,,20,Horror,,,https://www.imdb.com/title/tt7478668/?ref_=fn_al_tt_1,,,,,"Richard has a rather original sexual fantasy: to be completely
devoured !"
2018,short,"Belgian Short Film Out of Competition, 14th Belgian Fantastic Film Day",,SEPSIS,"Pierre-Michel Chevigné, Loren Claessens",2018,Belgium,,,"Jean-Michel Vovk, Stéphanie Lowette, Yannick Rosset",,,,,,,,"Drama, Horror",,,https://www.imdb.com/title/tt8292594/?ref_=fn_al_tt_3,,,,,"World premiere! After a contamination, Fred and Catherine barricade
themselves in a house. An infection turns people into zombies and
the only cure is… booze!"
2018,short,European Short Film Competition,,ALICIA by Daniel M. Caneiro,Daniel M. Caneiro,2017,Spain ,,European Short Film Competition,"Paula Muñoz, Enrique Simón",,,,,,,,Horror,,,https://www.imdb.com/title/tt6667508/?ref_=fn_tt_tt_29,,,,,"Alice is curled up
under the dining room table alongside her father’s lifeless body, with a large
kitchen knife in her hand..."
2018,short,European Short Film Competition,,BELLE À CROQUER,Axel Courtière,2017,France,,European Short Film Competition,"Sylvain Dieuaide, Lou de Laâge, Ophélia Kolb, Catherine Deneuve",,,,,,,15,"Comedy, Fantasy",,,https://www.imdb.com/title/tt6920616/?ref_=fn_al_tt_1,,,,,"Oscar Mongoût, a cannibalistic gourmet, burns with
desire for his neighbor, the very vegetal Miss Carotte. Their passion seems
doomed to fail..."
2018,short,European Short Film Competition,,THE BLISSFUL ACCIDENTAL DEAD,Sergiu Negulici,2017,Romania ,,European Short Film Competition,",",,,,,,,15,Animation,,,"https:,,www.imdb.com,title,tt7058042,?ref_=fn_al_tt_1",SPLENDIDA MOARTE ACCIDENT,,,,"In an antique shop, a
young man finds a love letter hidden behind a mysterious drawing..."
2018,short,European Short Film Competition,,A CHILD OUTSIDE,Panos Eliakopoulos,2017,Greece,,European Short Film Competition,"Stella Hermes, Loukia Panagiotopoulou",,,,,,,7,"Family, Horror",,,https://www.imdb.com/title/tt7230224/?ref_=fn_al_tt_1,,,,,"A dramatic thriller about a mother, a child, and an unexpected visitor."
2018,short,European Short Film Competition,,THE ELEPHONE MAN,Magarditch Halvadjian,2017,Bulgaria ,,European Short Film Competition,"Holt Boggs, David Chevers, Jofre Alsina",,,,,,,25,Comedy,,,https://www.imdb.com/title/tt6950582/?ref_=fn_al_tt_1,,,,,"One day, Steve wakes up and realizes he has merged with his iPhone…"
2018,short,European Short Film Competition,,THE FLAPPING OF THE HUMMINGBIRD,Meritxell A. Valls,2017,Spain ,,European Short Film Competition,"Adria Collado, Helena Miquel, Igor Szpakowski",,,,,,,12,,,,https://www.imdb.com/title/tt7474412/?ref_=nm_knf_t1,ALETEO DEL COLIBRI (EL),,,,"Following a car accident,
Fran has the opportunity to return to the past and change her destiny."
2018,short,European Short Film Competition,,THE HOUR OF DARKNESS,Domenico de Feudis,2017,Italy ,,European Short Film Competition,"Maria Disegna, Lucia Batassa, Ilaria Giachi",,,,,,,11,"Horror, Thriller",,,https://www.imdb.com/title/tt7467466/?ref_=fn_al_tt_1,ORA DEL BUIO (L'),,,,"Sofia wants to get out of this place, she has to make an urgent phone
call but without waking up her kidnapper!"
2018,short,European Short Film Competition,,IVY,Ruben Abarca,2017,Spain ,,European Short Film Competition,"Sara Castro, Elisabeth Vila, Martina Fernandez, Manu Zaguirre",,,,,,,14,Horror ,,,https://www.imdb.com/title/tt7379292/?ref_=fn_tt_tt_13,,,,,"A suspenseful short tinged with supernatural lesbian
eroticism, with a ‘twist’ to a genre that has forgotten its roots!"
2018,short,European Short Film Competition,,LOST IN THE MIDDLE,Senne Dehandschutter ,2017,Belgium ,,European Short Film Competition,"Soufiane Chilah, Matthieu Sys, Dahlia Pessemiers, Koen Van Impe",,,,,,,17,Drama,,,https://www.imdb.com/title/tt6151234/?ref_=fn_al_tt_2,,,,,
2018,short,European Short Film Competition,,MARTA,Lucia Forner Segarra,2017,Spain ,,European Short Film Competition,"Thais Blume, Daniel Pérez Prada",,,,,,,16,"Comedy, Horror",,,https://www.imdb.com/title/tt7561432/?ref_=fn_tt_tt_6,,,,,"Marta fancies
a job as a serial killer and she wants Carlos to be her first victim!"
2018,short,European Short Film Competition,,MI-TEMPS,"Marie Sauvion, Lotfi Bahmed",2017,France,,European Short Film Competition,"Payet, Dick Rivers, Mélanie Mary, Bruno Solo",,,,,,,15,Comedy ,,,https://www.imdb.com/title/tt6762442/?ref_=fn_al_tt_1,,,,,"Karim’s age is 37 years, 7 months, 5 days, 7
hours, and 12 seconds: exactly half of his life span. Like every human being
arriving at the “halftime break,” he’s visited by an astonishing messenger..."
2018,short,European Short Film Competition,,PANDORA,Daniel Rübesam,2017,Germany ,,European Short Film Competition,"Joshua Grothe, Sarah Alles, Thekla Hartmann, Errol Trotman",,,,,,,14,"Action, Horror",,,https://www.imdb.com/title/tt7668298/?ref_=fn_tt_tt_9,,,,,"Matt and Sherman, two
soldiers, are looking for Pandora, who can change the course of history!"
2018,short,European Short Film Competition,,PSYCHO KINO ,Guillem Dols,2017,Spain ,,European Short Film Competition,"Oscar Andreu, Alvaro Carmona, Tono Hernandez",,,,,,,18,,,,https://www.imdb.com/title/tt7474522/?ref_=fn_al_tt_1,,,,,"Only the victim is willing
and able!"
2018,short,European Short Film Competition,,R.I.P. ,"Pinto, Caye",2017,Spain ,,European Short Film Competition,"Josep Maria Riera, Itziar Castro, Angelina Fusalba, Boris Ruiz",,,,,,,16,"Comedy, Horror",,,https://www.imdb.com/title/tt6441412/?ref_=nm_knf_t4,,,,,"Hoping everything
will go fine, a woman prepares the funeral of her deceased husband
but things take a different turn…"
2018,short,European Short Film Competition,,SCARAMOUCHE SCARAMOUCHE ,Arthur Môlard,2017,France,,European Short Film Competition,"Pauline Chomienne, Denis Lavant, Jean-Jacques Rausin",,,,,,,27,"Fantasy, Horror",,,https://www.imdb.com/title/tt7950694/?ref_=fn_al_tt_1,,,,,"Ophélie is
a highly imaginative little girl who lives with her father in a mobile home.
One day, she’s haunted by a frightening fantastic friend: Scaramouche..."
2018,short,European Short Film Competition,,SONS OF BITCHES ,Arnaud Baur,2017,Switzerland,,European Short Film Competition,"Sandra Zellwegger, Raphaël Tschudi",,,,,,,,Western,,,https://www.imdb.com/title/tt5536690/?ref_=fn_al_tt_2,,,,,"Will she be able to escape the bitter cold
snowy mountains and the merciless bounty hunter hot on her trial?"
2018,short,European Short Film Competition,,TEDDY BEARS PICNIC,Tom “The Dude“ Hodges,2017,UK,,European Short Film Competition,"Abby Miller, Laurence R. Harvey , Lorelie Winterfrost",,,,,,,5,Horror,,,https://www.imdb.com/title/tt7220194/?ref_=fn_tt_tt_6,,,,,"A mother and daughter are playing in a forest. Someone’s
watching... and waiting!"
2018,short,International Short Film Selection,,9 STEPS,"Moises Romera, Marisa Crespo",2017,Spain ,,International Short Film Selection,"Jordi Ballester, Pablo Munoz",,,,,,,8,Thriller,,,https://www.imdb.com/title/tt7758982/?ref_=fn_al_tt_2,,,,,"Saul’s father is tired of having to get up every night
because his son wants to pee. It’s high time he became a man!"
2018,short,International Short Film Selection,,ALFRED J HEMLOCK,Edward Lyons,2017,Australia,,International Short Film Selection,"Renaye Loryman, Tristan Mckinnon, Christian Charisiou",,,,,,,14,"Comedy, Drama",,,https://www.imdb.com/title/tt5845314/?ref_=fn_al_tt_1,,,,,"In the middle of the night,
Emily has to go through an alley which is the home of a mysterious entity..."
2018,short,International Short Film Selection,,ALLEYCATS ,Alejandro Jiménez,2017,Spain ,,International Short Film Selection,",",,,,,,,7,Animation,,,https://www.imdb.com/title/tt7613960/?ref_=fn_al_tt_2,,,,,"The last warrior of the
Siamese clan enters enemy territory in order to avenge his father’s death …"
2018,short,International Short Film Selection,,ANGEL CAIDO,Fran Parra,2017,Spain ,,International Short Film Selection,"Adolfo Fernandez, Javier Cifrian, Gregory Brossard, Enriqueta Carballeira",,,,,,,18,Science-Fiction,,,https://www.imdb.com/title/tt6681482/?ref_=fn_al_tt_3,,,,,"Don Benigno lives an easy and comfortable life,
until something falls out of the sky."
