edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,POST MORTEM by Mathieu Harford,Mathieu Harford,,BELGIUM,,,,,,,,,,15',,,,,,,,,"9-year old Eddy has to stay at home while his parents
go to the funeral of his grandfather. In the attic, he
discovers an old man who is frantically looking for
something."
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,CONDAMNE A VIE,"Hannah Letaïf, Vincent Carrétey",,BELGIUM,,,,,,,,,,5',Animation,,,,,,,,"Charles wants to kill himself, but discovers he’s
immortal. How hard he tries, he doesn’t even get a
scratch on him. But those around him on the other
hand…"
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,UNE DERNIERE FOIS,Barney Frydman,2011,BELGIUM,,,,,,,,,,10',Fantasy,,,https://www.imdb.com/title/tt1930544/?ref_=fn_al_tt_2,,,,,"Hugo discovers with horror that a strange affliction is
affecting everybody around him : their faces are fading
away ! Desperately he tries to find his girlfriend before
it’s too late."
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,L'OEIL DU PAON,Gerlando Infuso,2010,BELGIUM,,,,,,,,,,13',Animation,,,https://www.imdb.com/title/tt2004274/?ref_=fn_al_tt_1,,,,,"She’s the ultimate hunter. Her wall is decorated with
everything that walks on this Earth. There’s just one
more trophy that is needed to complete her collection,
the ultimate pearl to her crown…"
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,LOVE OF THE DEAD,Sharnasky Brothers,2011,BELGIUM,,,"Vanessa Block, Bill Bradley
, Jeremi Szaniawski, 
Joel Vetsch, Brian Young",,,,,,,14',"Horror, Romance",,,https://www.imdb.com/title/tt2569162/?ref_=fn_al_tt_1,,,,,"No need to dump your girlfriend just because she’s a
zombie. You just have to provide her with fresh human
meat from time to time. For the rest, life goes on !"
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,ROUTE 66,Romuald Voye,,BELGIUM,,,,,,,,,,15',,,,,,,,,"Dad just got out of prison. That doesn’t stop him from
dragging his son into another of his lucrative schemes."
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,LE CONCILE LUNATIQUE,"Arnaud Demuynck, Christophe Gautry",2011,BELGIUM,,,,,,,,,,12',"Animation, Romance",,,https://www.imdb.com/title/tt4531210/?ref_=fn_al_tt_1,,,,,"A man opens his chamber window and discovers a lunar
landscape that engulfs him and threatens to imprison
him in eternal ice."
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,LA FEMME A CORDES,Vladimir Mavounia-Kouka,2010,BELGIUM,,,"Alexandre Arch, Eloïse Decazes
, Guillaume Delaunay
, Sylvie Lumière
, Pauline Curnier-Jardin",,,,,,,15',Animation,,,https://www.imdb.com/title/tt1714668/?ref_=fn_al_tt_1,,,,,"A young man wanders around aimlessly at a fancy fair.
He’s approached by a tout who guides him to a unique
spectacle : the rope woman !"
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,LA FIN DU MONDE,Michael Havenith,,BELGIUM,,,"Jean-Luc Couchard
, Dominique Deslauriers
, Loudia Gentil
, Renaud Rutten
, Michel Webster
, Naila Mansour",,,,,,,10',Comedy,,,https://www.imdb.com/title/tt1741702/?ref_=fn_al_tt_8,,,,,"A grotesque, pathetic, distressing and desperate story.
A fable about our indifference to the destruction of our
ecosystem."
2011,short,"Belgian Short Film Competition, 7th Belgian Fantastic Film Day",,POINT DE FUITE,Benjamin d'Aoust,,BELGIUM,,,,,,,,,,15',"Crime, Mystery",,,https://www.imdb.com/title/tt1913104/?ref_=fn_al_tt_3,,,,,"A man, who cannot distinguish reality from fantasy,
investigates the disappearance of a woman."
