edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1987,short,,,QUEST,"Saul Bass, Elaine Bass",1984,USA,Belgian Premiere,,"John Abbott, Noah Hathaway, David Comfort",,,,,,,30',"Adventure, Mystery ",,,"https:,,www.imdb.com,title,tt0086162,?ref_=fn_al_tt_3",,,,,
1987,short,European short film competition,,EXTRALIBUR,Alejandro Toledo,1986,Spain,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,SABBAT by Günter Czernetzky,Günter Czernetzky,1982,West Germany,,European short film competition,"Kristina van Eyck, Hertha von Walther",,,,,,,2',,,,"https:,,www.imdb.com,title,tt11162100,?ref_=fn_al_tt_2",,,,,
1987,short,European short film competition,,ADORATION,Olivier Smolders,1987,Belgium,,European short film competition,"
Takashi Matsuo, Catherine Aymerie",,,,,,,16',Drama,,,"https:,,www.imdb.com,title,tt0236953,?ref_=nm_flmg_dr_14",,,,,
1987,short,European short film competition,,LE SAUT,Ivan Goldschmidt,1985,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,LETTRE MORTELLE,Pier Blattner,1984,Switzerland,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,STREET OF CROCODILES,Quay Brothers,1986,UK,,European short film competition,Feliks Stawinski,,,,,,,20',Animation,,,"https:,,www.imdb.com,title,tt0092020,?ref_=fn_al_tt_1",,,,,
1987,short,European short film competition,,LA CONSULTATION,Radovan Tadic,1985,France,,European short film competition,"Isabelle Weingarten, Dominique Marcas, Sébastien Floche",,,,,,,21',,,,"https:,,www.imdb.com,title,tt0276875,?ref_=fn_al_tt_3",,,,,
1987,short,European short film competition,,SPIEGELEILAND,Paul Driessen,1985,Netherlands,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,WASP,Michel Sibra,1986,France,,European short film competition,Jean-François Stévenin,,,,,,,10',,,,"https:,,www.imdb.com,title,tt0354193,?ref_=nm_flmg_dr_14",,,,,
1987,short,European short film competition,,THE NICKELODEON TYPE,Giorgio Serafini,1986,Belgium,,European short film competition,"Ines Cracco, Philippe Wojtowicz",,,,,,,14',Horror,,,"https:,,www.imdb.com,title,tt0384373,?ref_=fn_tt_tt_2",,,,,
1987,short,European short film competition,,ZITO CONTRE MESRINE JUNIOR,Gabor Rassov,1986,France,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,WINGS OF DEATH,"Nichola Bruce, Michael Coulson",1985,UK,,European short film competition,"Dexter Fletcher, Kate Hardie, Tony Haygarth",,,,,,,21',Drama ,,,"https:,,www.imdb.com,title,tt0190150,?ref_=fn_al_tt_1",,,,,
1987,short,European short film competition,,ODYSEJA KOSMICZNA 2013,Alexander Sroczynski,1985,Poland,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,BURP!,Willy Wissink,1986,Netherlands,,European short film competition,"Tamar Baruch, Marnie Blok, Joop Doense",,,,,,,12',Horror,,,"https:,,www.imdb.com,title,tt0279714,?ref_=fn_al_tt_1",,,,,
1987,short,European short film competition,,BLEEDING STAR,Bertrand Fèvre,1987,France,,European short film competition,"
Samuel Fuller, Ferouz Ammari, Hugh Cornwell",,,,,,,21',,,,"https:,,www.imdb.com,title,tt1152737,?ref_=fn_al_tt_1",,,,,
1987,short,European short film competition,,LE VAMPIRE ET LE LAPIN,Boris Bergman,1987,France,,European short film competition,"Antoine de Caunes, Paul Ives, R.L. Jones",,,,,,,12',,,,"https:,,www.imdb.com,title,tt0318800,?ref_=fn_al_tt_1",,,,,
1987,short,European short film competition,,MORDEO,Yves Charnay,1983,France,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,ROUTE POUR NEW YORK,Eric Lowie,1986,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1987,short,European short film competition,,CHATIMENT,Manuel Gomez,1987,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
