edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,THE HOUSE THAT ATE SOULS,Alessandro Leen,2012,Belgium,,Belgian Short Film Competition,"Anna Curran, Ruth P. England, Ted Fletcher",,,,,,,15',"Fantasy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt2268599/?ref_=fn_al_tt_1,,,,,"After the mysterious disappearance of Gitane Mayfair,
her cousin Pallas inherits the family estate. She’ll find out there’s
no escape from the curse of the Mayfairs."
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,THE TRAP,Alberto Lopez,2012,Belgium,,Belgian Short Film Competition,"Eric de Moor, Jean-Michel Vovk",,,,,,,5',"Fantasy, Mystery",,,https://www.imdb.com/title/tt2298054/?ref_=fn_tt_tt_55,,,,,"A man walks by a wall, sees a
hole, looks through it and finds himself trapped."
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,THE COLOCATEUR,Nicolas Montfort,2012,Belgium,,Belgian Short Film Competition,,,,,,,,13',,,,,,,,,"Spanish Erasmus student Maria has to share
her room in Brussels with the bizarre Frenchman Vincent. They
don’t get along from the start and little by little uneasiness gives
way to fear and panic."
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,A FOOL IN HELL,H. Arthur H.,2012,Belgium,,Belgian Short Film Competition,,,,,,,,5',,,,,,,,,"An attractive young woman participates in a casting
session for a movie. The director thinks she’s perfect for the
part… or should we say body parts !"
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,HINTERLAND,Boris Kuijpers,2011,Belgium,,Belgian Short Film Competition,"Emma Landman, Eva Schram, Eva van der Gucht",,,,,,,13',"Comedy, Drama, Family",,,https://www.imdb.com/title/tt3091644/?ref_=fn_tt_tt_8,,,,,"While Astrid is playing with her father, her mother is
making the preparations for her husband’s funeral. Little by little,
Astrid realizes she’ll have to let him go."
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,DO YOU HAVE YOUR TICKET ?!,Antoine Goethals,2011,Belgium,,Belgian Short Film Competition,,,,,,,,7',,,,,,,,,"A robot takes the train, but doesn’t have a ticket because the distributor was broken. How to explain that to the trigger-happy train chief?"
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,REZO,N'Dembo Ziavoula,2011,Belgium,,Belgian Short Film Competition,"Ludovic Philips, Bertrand Leplae, Helene Collin",,,,,,,9',Fantasy,,,https://www.imdb.com/title/tt1941633/?ref_=fn_tt_tt_4,,,,,"Who are all those so-called friend, all dressed the same, with their pale skin color and frozen postures. Members of a social network? How to get rid of them if you can’t do it with a mouse click?"
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,L'HARMONIE DES SPHERES,Guillaume Floret,2011,Belgium,,Belgian Short Film Competition,,,,,,,,11',,,,https://www.imdb.com/title/tt2369013/?ref_=fn_al_tt_1,,,,,A world premiere ! A woman is waiting for the end of a world devastated by solar flares. All hope seems lost. And then an object crashes on the planet.
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,MOTORHOME,Thierry Uyttenhoven,2012,Belgium,,Belgian Short Film Competition,"Philippe Schuler, Sylvie Vandermeuter",,,,,,,7',Thriller,,,https://www.imdb.com/title/tt2227486/?ref_=nm_knf_i1,,,,,Summertime and it’s swelteringly hot. Yann and Marie drive by the seaside in their motorhome. They stop to rest for a while. Suddenly time starts to play tricks on them !
2012,short,"Belgian Short Film Competition, 8th Belgian Fantastic Film Day",,HAMMERTIME,Niels Sabbe,2011,Belgium,,Belgian Short Film Competition,"Norman Baert, Clara Cleymans, Marc Lauwrys",,,,,,,11',Comedy,,,https://www.imdb.com/title/tt2323545/?ref_=nm_flmg_wr_5,,,,,Freddy wants to blow a hole in his brains. But the noisy neighbors are disturbing his final moments. Sometimes it’s not easy to kill yourself.
