edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1985,short,French Short Film Competition,,LES ARCANES DU JEU,Chantal Picault,1982,France,,French Short Film Competition,"Anne Morello, Max Vialle, Jacques Rispal",,,,,,,26',Fantasy,,,"https:,,www.imdb.com,title,tt0848223,?ref_=fn_al_tt_1",,,,,"Ela, Marie’s best friend, abruptly dies in a car crash. Enraged by this tragedy, Marie makes  a deal with the Afterlife in an attempt to turn back fate. “Les arcanes du jeu” is a small and cynic metaphysical farce on the theme of life and death."
1985,short,French Short Film Competition,,LE DERNIER HEROS,Gérard Cuq,1984,France,,French Short Film Competition,,,,,,,,,,,,,,,,,"In 1998, only one descendant of the human race remains. We get to know this last hero, who is funny and touching at the same time. When he arrives in a ghost town, nature strikes back."
1985,short,French Short Film Competition,,DEUX LARMES DANS UNE POUBELLE,Pierre François Bertrand,1984,France,,French Short Film Competition,"Claudine Mavros, Georges Mavros",,,,,,,12',,,,,VIVA LA VIE,,,,"Martine and Lucien are a couple of fifty year olds who each live in a dustbin on a Paris sidewalk.
After diner they argue about which television show to watch. A sound war begins. They each turn up the volume of their channel higher and higher."
1985,short,French Short Film Competition,,HOMICIDE BY NIGHT,Gérard Kranczyk,1984,France,,French Short Film Competition,"Mado Maurin, Paul Crauchet, Claude Chabrol",,,,,,,16',,,,"https:,,www.imdb.com,title,tt0315976,?ref_=fn_al_tt_1",,,,,"Auguste, 67 years old, has had enough of retirement dinners where his wife, Odette, gets drunk and insults him. Boussac, 55 years old, candidate for mayor, loathes the elderly but loves their vote. When it comes to the murderer with the hook, the only ones who could say his age are unable to speak anymore."
1985,short,French Short Film Competition,,CLASSE X,Pierre Laurelli,1983,France,,French Short Film Competition,,,,,,,,,,,,,,,,,The misfortunes of a foreign creature on earth.
1985,short,French Short Film Competition,,LA MER EST AUX ENFANTS,Alain Massonneau,1983,France,,French Short Film Competition,,,,,,,,,,,,,,,,,"The sound was so intense that they became deaf. A man, a woman and a child survive something that could have been a catastrophe. They learn to communicate again without knowing if what they perceive is reality or comes from auditory memory."
1985,short,French Short Film Competition,,VOYAGE D'ORPHEE,J.M. Costa,1983,France,,French Short Film Competition,,,,,,,,,Animation,,,"https:,,www.imdb.com,title,tt0177343,?ref_=fn_al_tt_1",,,,,"In 1984 Jean Manuel Costa took care of the special effects in the film “Hercule 11” by Luigi Cozzi.
Now he’s working on a commercial together with Jean-Jacques Annaud (“Quest for fire”). “Le voyage d’Orphée” is a very personal adaptation of Orpheus' myth and his descent into Hell looking for Eurydice."
1985,short,French Short Film Competition,,LA NUIT DE SANTA KLAUS,Vincent De Brus,1985,France,,French Short Film Competition,"Maurice Barrier, Jean-François Garreaud, Patrick Blondel",,,,,,,,,,,"https:,,www.imdb.com,title,tt0296111,?ref_=fn_al_tt_1",,,,,"Once all the children in the world loved him. Now, fallen victim to the ungratefulness of those he cherised, he has traded in his suit and reindeers for the bottle. He withdrew to a secret location in town. Does he want to take revenge on those who use his name for profit?"
1985,short,Belgian Short Film Competition,,LINK,Emmanuel Previnaire,1984,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,"Pascal looks like any other child: addicted to computers and comics. He undertakes a journey together with “Link”, a helicopter with a tiger print, which will reveal the mystery of his birth…"
1985,short,Belgian Short Film Competition,,LE PATIENT,Manuel Gomez,1985,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,In a cold and clinical operating room “the patient” silently suffers. an adaptation of the short story “The Pit and the Pendulum” by Edgar Allan Poe.
1985,short,Belgian Short Film Competition,,KARMANN GHIA,Frédéric Sojcher,1984,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,"Karmann Ghia, a car from the sixties, leaves town… and quickly has to stop. Car trouble. Arthur Lambert searches the wide landscape for help. He ends up at a car graveyard and notices a woman’s arm sticking out of a car. She is clearly dead. Arthur quickly flees the scene, a victim of circumstances by his sinister discovery."
1985,short,Belgian Short Film Competition,,TOO MUCH DREAM,Patrick D'Artois,1984,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,"“Too much dream” is an intimate fantastic film. The story takes place at Frédéric’s dorm, a young student passionate about the supernatural. The setting is unusual and fitting for this unstoppable mix of the everyday and the fantastic…"
1985,short,Belgian Short Film Competition,,DIGRESSION,Marie-Clémence Meerschaut,1983,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,"This black and white film without dialogue shows a respectable and distant young girl who’s come face-to-face with her lookalike. Is this lookalike her reflection? Is it an image of loneliness, symbolised by a different “me”? You will have to crack this strange film like a walnut if you want to find its heart."
1985,short,Belgian Short Film Competition,,DAÏCHA,Thierry De Coster,1984,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,"1954: A strange curse rules over the small village Chavennes. A young girl is killed. The curse sign is carved on her body. Thibert, on a holiday with his niece Séverine, decides to investigate. A risky decision which will serve him some surprises. "
1985,short,Belgian Short Film Competition,,LE DERNIER TRAIN,Jan Finster,1982,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,A warm summer night… The moving book “Horrors Pictures” evolves from a girl into a woman. Moving from the fantastic atmosphere of an old attic to that of the last leaving train. A vampire on the night train and a conductor without scrupules.
1985,short,Belgian Short Film Competition,,DEKKARD,Jérôme Van Steenkiste,1984,Belgium,,Belgian Short Film Competition,,,,,,,,,,,,,,,,,In 2880 the free transport society launches a marketing campaign to promote Earth's colonies. Thousands of youngsters agree to this profitable financial proposition. Sam Dekkard and Sylvie Deville are two of them. They board the Quadrax.
