edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,DERNIERE PORTE  AU  SUD,Sacha Feiner                                        ,2015,Belgium,,Belgian Short Film Competition,,,,,,,,14',"Animation, Drama",,,https://www.imdb.com/title/tt4043248/?ref_=fn_al_tt_1,,,,,"The world consists of floors, rooms and stairwells for the boy and his second
Siamese head, because that’s the only world his mother wants him to know."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,DOLLHOUSE by Marieke Versonnen,Marieke	Versonnen,2014,Belgium,,Belgian Short Film Competition,"Kimke Desart, Tine Laureyns, Jenne
Decleir, Inge Paulussen, Gert Lahousse, 
Stef Wauters",,,,,,,17',Fantasy,,,https://www.imdb.com/title/tt3802212/?ref_=nm_flmg_edt_2,,,,,"A psychological drama with gruesome side-effects ! This film tell sthe
story of a girl looking for her place in the world. After these paration of her
parents, her relationship with her mother rapidly deteriorates."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,ED & SCHOELDAER,Maxime	Pasque	,2014,Belgium,,Belgian Short Film Competition,"Kevin Dudjasienski, Helena 
Coppejans, Damien Marchal,
Olivier Bonjour, Mounir Ait 
Hamou",,,,,,,20',"Comedy, Surreal",,,https://www.imdb.com/title/tt3799668/?ref_=fn_al_tt_1,,,,,"Kick-ass hairdresser Ed Scisso rhas seen better days. Together with his girlfriend
Lea Shoeldaer and his assistant Alan he waits for clients. Then Romeo Gonzo jr 
enters with an offer he can’t refuse."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,"EVERYTHING FOR THE MOVIES
ALLES VOOR DE FILM",Lukas	Buys			,2014,Belgium,,Belgian Short Film Competition,"Steve Aernouts,Dorien De Clippel",,,,,,,19',"Mystery, Surreal",,,https://www.imdb.com/title/tt4185308/?ref_=fn_al_tt_1,,,,,"Lize, a young and ambitious actress is looking forward to her next part. The
guy from the production picks her up and drives her to the set.But once
they’ve arrived…"
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,I WISH MY LIFE,Joachim Huveneers,2014,Belgium,,Belgian Short Film Competition,"Kim Hertogs, Johny Voners, Erik
Goris, Lukas Buys",,,,,,,15',Science-Fiction,,,https://www.imdb.com/title/tt3665398/?ref_=fn_al_tt_1,,,,,"When Sarah’s alone in her roomstuffed withold objects, she always listens
to a song that soothes her and makes her dream of another life."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,NOCT,Vincent	Toujas,2014,Belgium,,Belgian Short Film Competition,Thomas Barraud,,,,,,,15',"Fantasy, horror",,,https://www.imdb.com/title/tt3836522/?ref_=fn_al_tt_1,,,,,"Jay feels numb and emotionless, out of place in society. A strange presence
in his flat starts chasing him. It becomes his executioner; opening the way
to freedom."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,LES PECHERESSES,Gerlando	Infuso	,2014,Belgium,,Belgian Short Film Competition,"Erika Sainte, Erik Lambert",,,,,,,16',"Animation, Drama",,,https://www.imdb.com/title/tt3517042/?ref_=fn_al_tt_1,,,,,"Three women : Eve ( the very first ), Josephine ( Bluebeard’s wife ) and Cerise
( adancer inacabaret ) have a taste of the forbidden in three different eras."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,PLUTÔT CREVER QUE MOURIR ICI,Jean-Baptiste	Delannoy		,2014,Belgium,,Belgian Short Film Competition,"Luis Rego, Maryvonne Michel, Maud
Bettina, Marie-Pierre Lekeux, Antoj O,
Aurélia Bonta, Denise Schwab, Andrée
Cambier",,,,,,,14',Comedy,,,https://www.imdb.com/title/tt3666362/?ref_=fn_al_tt_1,,,,,"Willy, a big fan of action movies, has no intention to die in the retirement
home that feels like a prison to him. He wants to die a freeman. So he comes 
up with an escape plan, with a little help from his goldfish, a nurse and a
gang of pensioners."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,THE POND,Jeroen Dumoulein                ,2015,Belgium,,Belgian Short Film Competition,Kirsten Pieters,,,,,,,15',"History, horror",,,https://www.imdb.com/title/tt4444464/?ref_=nm_knf_t1,,,,,"A poetic and horrific story ! Watchout, little girl, because there’s danger lurking in the garden pond."
2015,short,"Belgian Short Film Competition, 11th Belgian Fantastic Film Day",,LA VALSE MÉCANIQUE,Julien Dykmans,2014,Belgium,,Belgian Short Film Competition,,,,,,,,6',"Animation, Drama",,,https://www.imdb.com/title/tt4456828/?ref_=fn_al_tt_1,,,,,"It’s a gloomy morning with rain pouring down.The puppets on strings join the
daily grind, trapped in a soulless routine."
