edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,L'ABRI,Antoine Duquesne,,Belgium,,Short film competition,"Alice Hubball, Laurent Bonnet",,,,,,,12',,,,"https:,,www.imdb.com,title,tt1391031,?ref_=nm_flmg_dr_2",,,,,"A danger is threatening the city. A man and a woman
have barricaded themselves in a hotel room."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,ABUSED,Jonas Govaerts,,Belgium,,Short film competition,"Carly Wuyts, Gene Bervoets",,,,,,,5',,,,"https:,,www.imdb.com,title,tt1333973,?ref_=nm_flmg_dr_27",,,,,"Belgian torture porn in world première, based on a
story by Richard Matheson. A woman receives an
anonymous phone call and hears how her husband is
being tortured."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,AL/CE,Céline Pourveur,,Belgium,,Short film competition,"Valentijn Dhaenens, Rebecca Lenaerts, Luc Nuyens, Serge Larivière",,,,,,,13',,,,,,,,,"Michael never got over the fact that Alice left him
for Eric. Then she disappears and shows up in
Michael’s flat. Alice seems to hide something. Eric
is desperately searching her and calls Michael, who
doesn’t tell him anything. But Eric insists and he
finally knocks on Michael’s door."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,ANTROPOPHOBIA,Jonas Swolfs,,Belgium,,Short film competition,,,,,,,,4',,,,https://www.imdb.com/title/tt1395703/?ref_=fn_al_tt_1,,,,,"The film tells the story of a creature who returns home
and is confronted with her fear for other creatures in
densely populated spaces. In world première."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,ARTIFICIAL PARADISE INC.,Jean-Paul Frenay,,Belgium,,Short film competition,,,,,,,,3',"Animation, Science-Fiction",,,"https:,,www.imdb.com,title,tt1684597,?ref_=fn_al_tt_4",,,,,"A company has developed an organic virtual reality
program, in which all lost memories of humankind
are united."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,AWAKING BLUE,Léopold Joris,,Belgium,,Short film competition,"Léopold Joris, Pierre Mousquet",,,,,,,5',,,,,,,,,"An evil creature replaces the drummer in a band and
puts a spell on the singer and the audience, dragging
them all into a demonic trance dance."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,LA CHASSE EST OUVERTE,Christian Bureau,,Belgium,,Short film competition,"Dan Sluizer, Joel Hortegat, Bénédicte Philippon, Maya Boelpaepe",,,,,,,6',,,,,,,,,"Spring is in the air and happy couples are hopping
around in the woods. But the hunting season has
also started !"
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,ECHO,Dennis Van Den Bergh,,Belgium,,Short film competition,,,,,,,,6',,,,,,,,,"Two creatures, separated from one another in two
gigantic cylinders, loose every sense of
reason as they try to reach each other."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,UNE LONGUEUR D'AVANCE,Pascale Brischoux,,Belgium,,Short film competition,"Elodie Moreau, Anne Beau Pain, Jean-Henry Compère",,,,,,,7',,,,,,,,,"There are 20 years between the young woman and
her elder friend. She decides to sell her youth, so that
they can share their wrinkles."
2010,short,"Belgian Short Film Competition, 6th Belgian Fantastic Film Day",,PAIX SUR LA TERRE,Christophe Gérard,,Belgium,,Short film competition,,,,,,,,14',,,,,PEACE ON EARTH,,,,"The world is sleeping. Oval objects are dropping down
from the skies in the countryside and in the cities.
Slowly, but surely, everything becomes eerily quiet."
