edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2003,short,International short film competition,,TETE DE CHOU,Stéphane Secq ,2001,France,,International short film competition,"Didier Becchetti, Tonio Descanvelle, Stéphane Derossis,
Frédéric Bonan",,,,,,,15',Science-Fiction,,,https://www.imdb.com/title/tt0491702/?ref_=fn_al_tt_1,,,,,"At the occasion of The Day of the Cabbage, please respect the measures put into place by Cabbagehead."
2003,short,International short film competition,,LA FEMME PAPILLON,Virginie Bourdin,2002,Belgium,,International short film competition,,,,,,,,10',Animation,,,https://www.imdb.com/title/tt0367726/?ref_=fn_al_tt_1,,,,,A love history between two puppets who no longer want to dance on their strings.
2003,short,International short film competition,,VERBODEN OGEN,Elbert Van Strien,2002,Netherlands,,International short film competition,"Erik Van Der Horst, Elisah Braaksma, René Van Asten",,,,,,,17',,,,https://www.imdb.com/title/tt0322310/?ref_=fn_al_tt_1,,,,,"A poetic science-fiction short. If you’re an alien, it’s dangerous to fall in love with a human. Her look could be the last
thing you’ll ever see."
2003,short,International short film competition,,BRASIL,F. Javier Gutierrez,2001,Spain,,International short film competition,"Pep Guinyol, Juanjo Artero, Isabel Pintor, Mulai Jarju,
Carlos Lucas, Bruto Pomeroy, Ramon Langa, Paca Gabaldon",,,,,,,17',"Fantasy, Crime",,,https://www.imdb.com/title/tt0336074/?ref_=fn_tt_tt_4,,,,,Otto will extract terrible vengeance on his cheating wife
2003,short,International short film competition,,PARADISIAQUE,Igor Pejic,2001,France,,International short film competition,,,,,,,,4',,,,https://www.imdb.com/title/tt0378527/?ref_=fn_al_tt_1,,,,,"An alien arrives on Earth by accident. He discovers the flowers, the plants, the animals… and man."
2003,short,International short film competition,,MERCI ! ,Christine Rabette,2002,Belgium,,International short film competition,"Jan Hammenecker, Luc Brumagne",,,,,,,8',,,,https://www.imdb.com/title/tt0388272/?ref_=fn_al_nm_1a,,,,,An angel gets on a tram. The passengers will enjoy a wonderful journey by public transport.
2003,short,International short film competition,,NOSFERATU TANGO,Zoltan Horvath,2002,"Switzerland, France",,International short film competition,Philippe Vauville,,,,,,,13',Animation,,,https://www.imdb.com/title/tt0340875/?ref_=fn_al_tt_1,,,,,
2003,short,International short film competition,,ARIA,Pjotr Sapegin,2001,"Norway, Canada",,International short film competition,,,,,,,,10',"Animation, Drama",,,https://www.imdb.com/title/tt0302274/?ref_=fn_tt_tt_12,,,,,
2003,short,International short film competition,,LA SUERTA DE LA FEA... A LA BONITA NO LE IMPORTA,Fernando Eimbcke,2002,Mexico,,International short film competition,"Alejandra Gollas, Alma Wilheleme, Evelyn Gonzalez",,,,,,,10',,,,,,,,,Susy wants to loose weight. A fairy grants her three wishes to become the most beautiful woman in the world.
2003,short,International short film competition,,"1,1",Sebastiaan Lagrou,2002,Belgium,,International short film competition,"Stijn Van Opstal, Wien Arnauts, Kaat Arnauts, Amber
Goethals",,,,,,,18',,,,,,,,,A young schizophrenic has to confront the creations from his own subconscious.
2003,short,International short film competition,,INSANITY,Fabrice Lambot,2002,Argentina,,International short film competition,"Karina Androvich, Carlos Scornik",,,,,,,19',Horror,,,https://www.imdb.com/title/tt1339449/?ref_=nm_flmg_dr_3,,,,,
2003,short,International short film competition,,SUCCUBUS,Frédéric Dompierre,2001,Canada,,International short film competition,,,,,,,,6',,,,,,,,,A pig-like priest abandons himself to the fatal sexual caresses of a succubus.
2003,short,International short film competition,,ANGEL,Denis Rovira Van Boekholt,2002,Spain,,International short film competition,"Mapi Galan, Alisia Machado, Ashley Machado,
Brett Brown, Anna Lluch, Michael Fortney, Alexandra Pappas, Mariella Rudi, Megan Casey,
Revital, Janet Gutierrez, John E. Jimmo, Ulysses Estrada",,,,,,,13',,,,https://www.imdb.com/title/tt0441571/?ref_=nm_flmg_dr_5,,,,,"Eight years ago, Judith saw her twin sister Angel for the last time"
2003,short,International short film competition,,THE LAST ATTACK OF THE BEAST,Gerardo Naranjo,2002,USA,,International short film competition,"Dennis Deal, Doug Burch, Brad Gooding, Jon Hooper",,,,,,,12',,,,https://www.imdb.com/title/tt0356808/?ref_=fn_al_tt_1,,,,,
2003,short,International short film competition,,THE WRETCHED,Martijn Smits,2002,Netherlands,,International short film competition,Chris Tates,,,,,,,13',Horror,,,https://www.imdb.com/title/tt8493296/?ref_=fn_tt_tt_7,,,,,"Two stories about the same man. In the first, he’s wasting away in a prison cell. In the other, he’s in a luxurious hotel
room. Where is this going to lead ?"
2003,short,International short film competition,,SNAPSHOT,Jacob Verbruggen,2002,Belgium,,International short film competition,"Lucas Van Ammel, Kader Gurbuz, Hans Demunter,
Hanne Penders, Bert André, Bruno Vereeck, Ides Meire",,,,,,,15',,,,https://www.imdb.com/title/tt0359994/?ref_=fn_al_nm_1a,,,,,A boy’s dream of reuniting his parents turns into his worst nightmare.
2003,short,International short film competition,,LE PIED,Olivier Barma,2002,France,,International short film competition,Benoît Poelvoorde,,,,,,,4',,,,https://www.imdb.com/title/tt0814762/?ref_=nm_flmg_dr_18,,,,,
2003,short,International short film competition,,EL HOMBRE DEL SACO,Miguel Angel Vivas,2002,Spain,,International short film competition,"Junio Valverde, José Fernando Tielve, Alberto Gimenez, Isabel
Galvez, Rafael Arranz",,,,,,,20',Mystery,,,https://www.imdb.com/title/tt0372978/?ref_=fn_al_tt_1,,,,,"After the death of his
mother, Nemo goes to live with his aunt and uncle. Soon, his nights are disturbed by an unexpected visitor."
2003,short,International short film competition,,CHAMBRE JAUNE,"Hélène Cattet, Bruno Forzani",2002,Belgium,,International short film competition,"Sandrine Laroche, Léa Capraro, Jean-
Michel Vovk",,,,,,,8',"Horror, Fantasy",,,https://www.imdb.com/title/tt1784383/?ref_=fn_al_tt_1,,,,,"The obsession of a man for his attractive neighbour, turns into a dangerous liaison of love and terror."
2003,short,International short film competition,,REPTIL,Pascal Stervinou,2002,France,,International short film competition,"Julien Guiomar, Eric Landrein, Marylou Couvreur,
Michel Elias, Léo Gautron, Niels Burgard, Olivier Brune",,,,,,,15',,,,https://www.imdb.com/title/tt0342930/?ref_=fn_al_tt_2,,,,,"An old man with an adventurous past, now a social pariah, reveals his true nature in the twilight of his life."
2003,short,International short film competition,,FLICKA,"Guido Van Gennep, Marco Vermaas",2001,Netherlands,,International short film competition,"Haline Reijn, Victor Löw",,,,,,,10',"Science-Fiction, Drama",,,https://www.imdb.com/title/tt0380362/?ref_=fn_tt_tt_4,,,,,
2003,short,International short film competition,,TAG 26,Andreas Samland,2002,Germany,,International short film competition,"Ronnie Marzillier, Peter Beck",,,,,,,18',"Science-Fiction, Drama",,,https://www.imdb.com/title/tt0350182/?ref_=fn_al_tt_1,,,,,26 days after the catastrophe. Two survivors are looking for others. They fall without gas.
2003,short,International short film competition,,CARCAN,Stéphane Levallois,2002,France,,International short film competition,"Tatiana Korsakova, Delphine Arnould",,,,,,,3',,,,https://www.imdb.com/title/tt0366284/?ref_=fn_al_tt_1,,,,,"A surprising striptease, which takes on the allure of a metamorphosis, during an enchanting dance."
2003,short,International short film competition,,SCHEMERING,Micha Pletinckx,2002,Belgium,,International short film competition,"Inge Paulussen, Geert Van Rampelberg",,,,,,,14',,,,https://www.imdb.com/title/tt0359945/?ref_=fn_tt_tt_3,,,,,
2003,short,International short film competition,,LA DERNIERE VOIX,"Julien Fonfrède, Karim Hussain",2002,Canada,,International short film competition,"Pascale Montpetit, Marc-Andy Henry, Lexei
Bacci, Mahalia Verna, Chris Piggins",,,,,,,13',Fantasy,,,https://www.imdb.com/title/tt0301187/?ref_=fn_al_tt_1,,,,,
2003,short,International short film competition,,BRAINSTORM,"Alexandre Macquart-Moulin, Nicolas Blot",2002,France,,International short film competition,"Alexandre Macquart-Moulin
, Nicolas Blot",,,,,,,4',,,,,,,,,"Two metalheads are writing the script for their first horror flick, with a little bit of help from the posters and photo’s on
the walls."
2003,short,International short film competition,,REPOSSESSED,John Coven,2002,USA,,International short film competition,"Jobeth Williams, Juliet Landau, Richard Irving",,,,,,,8',"Horror, Thriller",,,https://www.imdb.com/title/tt0308805/?ref_=fn_al_tt_2,,,,,
2003,short,International short film competition,,ANGLOBILLY FEVERSON,Rosto A.D. ,2002,Netherlands,,International short film competition,W. Walley,,,,,,,10',Animation,,,https://www.imdb.com/title/tt0345864/?ref_=fn_al_tt_1,,,,,"Méliès meets Kerouac in this cryptic road movie, which takes us on a journey through the clouds."
2003,short,International short film competition,,"PUTAIN LA VIEILLE, FAUT PAS L'ENERVER",Abel Ferry,2002,France,,International short film competition,"Dominique Pinon, Josette Stein",,,,,,,6',Comedy,,,https://www.imdb.com/title/tt0308776/?ref_=fn_al_tt_1,,,,,"Two robbers on the run, an impulsive old lady and a moronic dwarf, try to hide out in a hotel, but are not able to keep
their temper."
2003,short,International short film competition,,LE CONTRAT,Philippe Carron,2002,Belgium,,International short film competition,"Paul Taug, Yvan Pugamiu",,,,,,,2',,,,https://www.imdb.com/title/tt0364282/?ref_=fn_tt_tt_12,,,,,"If there’s one thing you need to sign a contract, then it’s a very sharp pen."
2003,short,International short film competition,,CRY FOR BOBO,David Cairns,2001,UK (Scotland),,International short film competition,"Mark McDonnell, Steven McNicoll, Tracey Roberson, Gavin
Mitchell",,,,,,,10',,,,https://www.imdb.com/title/tt0336216/?ref_=fn_al_tt_1,,,,,"Buster Keaton and Tex Avery were the inspiration behind this hilarious short, in which Bobo the clown gets locked up
after a failed robbery."
2003,movie ,Opening ,,28 DAYS LATER,Danny Boyle,2002,"UK, USA",BIFFF Premiere,,"Cillian Murphy, Naomie Harris,
Brendan Gleeson, Megan Burns,
Christopher Eccleston, Toby
Sedgwick, Noah Huntley,
Christopher Dunne, Emma
Hitching, Alexander Delamere, Kim
McGarrity, Justin Hackney,
Luke Mably, Stuart McQuarrie,
Ricci Harnett, Leo Bill, Junior
Laniyan, Ray Panthaki, Sanjay
Rambaruth, Marvin Campbell,
David Schneider",,,,,,,113',"Science-Fiction, Drama, Horror",,,"https:,,www.imdb.com,title,tt0289043,",,,,,"Great-Britain, a group of activists break into a Primate Research Center and liberate the caged monkeys. But the animals are infected with a rage-inducing virus that is passed on in blood and saliva and is devastating within seconds. 28 days later, accident victim Jim awakens in a completely deserted hospital. When he ventures outside, he discovers that London is eerily empty. Stumbling through the silent, abandoned landmarks of the city, he enters a church. There he is attacked by a rabid priest and saved by Selena and Mark, two of the few healthy people still alive. The cynical Selena explains that the virus has spread throughout the country and maybe even the world. Staying alive is as good as it gets. 

After mainstream projects like A Life Less Ordinary and The Beach, director Danny Boyle returns back to basics by delivering a shocking, horrifying and visually stunning take on the end of mankind. The movie draws its inspiration from various sources of popular culture like novels, movies and even television disaster soaps. With an excellent cast, composed of Cillian Murphy, Naomi Harris, Brendan Gleeson and Christopher Eccleston and a screenplay by Alex Garland (The Beach), 28 Days Later is a truly scary and memorable viewing experience.  "
2003,movie ,Closing ,,THE LIFE OF DAVID GALE,Alan Parker,2003,USA,BIFFF Premiere,,"Kevin Spacey, Kate Winslet,
Gabriel Mann, Laura Linney, Matt
Craven",,,,,,,130',"Thriller, Crime, Drama",,,"https:,,www.imdb.com,title,tt0289992,",,,,,"David Gale is a man who has tried hard to live by his principles, but in a bizarre twist of fate, this devoted father, popular professor and respected death penalty opponent finds himself on death row for the rape and murder of fellow activist Constance Harraway. With only three days before his scheduled execution, Gale agrees to give reporter Elizabeth Bloom the exclusive interview she’s been chasing. She soon realises that this assignment is more than she bargained for and that a man’s life is in her hands. Putting her own safety into jeopardy, she frantically races to put together the shocking events surrounding Constance’s death, before it’s too late.

Kevin Spacey (The Usual Suspects, American Beauty) gives another great performance in The Life of David Gale, the new film by celebrated director Alan Parker (Angel Heart, Mississippi Burning, The Commitments). This political thriller does not only tackle the hot issue of the death penalty in the United States, but also deals with loss, fanaticism and redemption. With Kate Winslet (Heavenly Creatures, Quills, Enigma), Laura Linney (The Truman Show, The Mothman Prophecies) and Gabriel Mann (Buffalo Soldiers, The Bourne Identity). "
2003,movie ,International Competition,,ARAGAMI,Riyuhei Kitamura,2002,Japan,World Premiere,International Competition,"Masaya Kato, Kanue Uotani,
Hideo Sakaki, Takao Osawa",,,,,,,79',"Horror, Fantasy, Action",,,"https:,,www.imdb.com,title,tt0362417,?ref_=nm_flmg_dr_20",,,,,"Ancient Japan. Fleeing from enemies, two wounded samurai arrive at a strange old temple in a remote location in the mountains. The doors to the place are opened by a beautiful and exotic woman, who beckons them inside. Unable to walk any further, they collapse from exhaustion. One of the samurai awakens to find himself miraculously healed. He meets his saviour, a mysterious man who tells him that his friend died from his wounds. The samurai is persuaded to stay the night. His host tells him the legend of the “Tengu”, a goblin which is said to reside in the mountains dining on the flesh of men. He goes on to reveal the true name of the Tengu : Aragami. When the samurai asks if Aragami poses a threat to the temple, his host answers : “I am Aragami”. The only way for the Samurai to leave the temple is to destroy Aragami. 

Modern Japanese action master Ryuhei Kitamura, director of last year’s Versus and this year’s Alive, excites us with Aragami, a non-stop fantastic Samurai sword extravaganza, starring Masayo Kato (Crying Freeman, Godzilla, Brother) as Aragami and Takao Osawa (The Island Tales, All About Lilly Chou-Chou) as the samurai.   "
2003,movie ,International Competition,,CYPHER,Vincenzo Natali ,2002,USA,BIFFF Premiere,International Competition,"Jeremy Northam, Lucy Liu,
Nigel Bennet, Anne Marie Scheffler,
David Hewlet",,,,,,,97',"Science-Fiction, Mystery, Thriller",,,"https:,,www.imdb.com,title,tt0284978,",,,,,"Morgan Sullivan is an out of work accountant who is stuck in an unhappy life in the suburbs and a miserable marriage. Seeking an escape from this lacklustre existence, he joins the multinational corporation Digicorp to become a company spy. Adopting a new identity, he is sent to spy on various trade conventions where he secretly records the proceedings and transmits the information to Finster, his ruthless, intimidating corporate boss. On assignment, Morgan encounters the elusive and beautiful Rita, who reveals to him that Digicorp’s activities have been a ruse to brainwash him and others like him. With some hesitation, Morgan accept her offer of anti-brainwashing drugs and is ultimately forced to work for Sunways, a rival company. As a double agent, Morgan has difficulty distinguishing reality from the visions that plague him. His world has become a quagmire where the lines are blurred and where charades and dreams become truths.     

Vincenzo Natali, director of the award-winning Cube, is back with a exciting sci-fi story that plays at will with the boundaries between reason and madness, dream and reality. Cypher is a hybrid of different genres but at the same time carefully constructed as a tight, well-thought-out thriller. Starring Jeremy Northam (The Winslow Boy, The Net) as Morgan and Lucy Liu (Charlie’s Angels, TV’s Ally McBeal) as Rita. "
2003,movie ,"International Competition, European Méliès Competition",,DARKNESS,Jaume Balagueró,2002,"Spain, USA",BIFFF Premiere,"International Competition, European Méliès Competition","Iain Glen, Anna Paquin,
Giancarlo Giannini, Lena Olin,
Fele Martinez, Stephan Enquist",,,,,,,102',Horror,,,"https:,,www.imdb.com,title,tt0273517,",,,,,"There’s something in the house, something ancient and dark that remains hidden and silent. It has lived in the house ever since someone tried to call it, more than forty years ago. It required children, a circle that had to be completed and blood, lots of blood. But something went wrong and now it waits, trying to carry out what it couldn’t before, making plans in darkness to become complete. A new family has moved into the house. The child is small and vulnerable and the father is unstable, capable of losing his temper at any time. They are a perfect target. The pieces only have to be put in place. 

Jaume Balaguero, director of our Golden Raven 2000, The Nameless, returns to the festival with his second film, the challenging and ambitious horror story Darkness. Balaguero fully demonstrates his gift for haunting visuals. Skilfully playing with light and shade, he exploits everyone’s fear of the dark coming alive. This big budget horror fest features an attractive, international cast, consisting of Anna Paquin (The Piano), Lena Olin (The Ninth Gate), Iain Glen (Tomb Raider), Giancarlo Giannini (Mimic) and Fele Martinez (Abre los Ojos).	"
